vintage_name|wine_name|year|region|bodega|varietal_name|grape_varieties|price|acidity|intensity|sweetness|tannin|wine_ratings_count|wine_ratings_average|red/white
Can Blau Mas de Can Blau 2020|Mas de Can Blau|2020|Montsant|Can Blau|Tinto de Montsant|Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha|32.45|3.311428|4.4188013|1.9663745|3.3376732|2437|4.3|white
Pago de Carraovejas Tinto 2020|Tinto|2020|Ribera del Duero|Pago de Carraovejas|Tinto de Ribera del Duero|Tempranillo|42.77|3.5731897|3.9913006|1.8469244|3.454019|73334|4.4|white
Bodegas El Nido Clio 2021|Clio|2021|Jumilla|Bodegas El Nido|Monastrell|Monastrell|49.59|2.9901528|4.135063|2.0133684|2.9365904|27160|4.5|white
Bodegas Vilano Tinto 2021|Tinto|2021|Ribera del Duero|Bodegas Vilano|Tinto de Ribera del Duero|Tempranillo|37.5|3.6129405|3.893195|1.7336193|3.6511405|523|4.5|white
Carmelo Rodero Reserva 2019|Reserva|2019|Ribera del Duero|Carmelo Rodero|Tinto de Ribera del Duero|Tempranillo|36.51|3.7200875|4.0250874|1.8203087|3.5794466|7086|4.4|white
Pago de Cirsus LaA 2018|LaA|2018|Navarra|Pago de Cirsus|Tinto|Grenache., Tempranillo|33.77|3.0711653|4.2084146|1.4491142|3.3510025|237|4.5|white
Adamá Wines Tinto 2011|Tinto|2011|Ribera del Duero|Adamá Wines|Tinto de Ribera del Duero|Tempranillo|42.0|3.5310693|3.9784873|2.0103714|3.0357692|801|4.4|white
Bodegas Ateca Atteca Armas Garnacha Old Vines 2019|Atteca Armas Garnacha Old Vines|2019|Calatayud|Bodegas Ateca|Grenache.|Grenache.|38.15|3.103664|4.757686|1.9249421|3.05077|2760|4.3|white
Bodegas Vilano Tinto 2019|Tinto|2019|Ribera del Duero|Bodegas Vilano|Tinto de Ribera del Duero|Tempranillo|43.45|3.6129405|3.893195|1.7336193|3.6511405|523|4.5|white
Adamá Wines Tinto 2010|Tinto|2010|Ribera del Duero|Adamá Wines|Tinto de Ribera del Duero|Tempranillo|39.0|3.5310693|3.9784873|2.0103714|3.0357692|801|4.4|white
Adamá Wines Tinto 2007|Tinto|2007|Ribera del Duero|Adamá Wines|Tinto de Ribera del Duero|Tempranillo|45.0|3.5310693|3.9784873|2.0103714|3.0357692|801|4.4|white
Finca Rodma Gran Rodma 2020|Gran Rodma|2020|Ribera del Duero|Finca Rodma|Tinto de Ribera del Duero|Tempranillo|49.4|3.4200902|3.8202705|1.331081|3.7073872|59|4.5|white
Bodegas Ateca Atteca Armas Garnacha Old Vines 2021|Atteca Armas Garnacha Old Vines|2021|Calatayud|Bodegas Ateca|Grenache.|Grenache.|33.45|3.103664|4.757686|1.9249421|3.05077|2760|4.3|white
Celler Massis de l'Albera La Garnatxa D En Pitu Gran Reserva Garnatxa Roja Dolça 2012|La Garnatxa D En Pitu Gran Reserva Garnatxa Roja Dolça|2012|Empordà|Celler Massis de l'Albera|Tinto|Grenache., Tempranillo|41.9|2.7180724|3.6769578|3.460994|2.6299698|56|4.5|white
Tridente Rejón Tempranillo 2020|Rejón Tempranillo|2020|Castilla y León|Tridente|Tempranillo|Tempranillo|36.7|2.6937451|4.477487|2.101808|3.736911|3029|4.4|white
Bosque de Matasnos Edicion Limitada 2019|Edicion Limitada|2019|Ribera del Duero|Bosque de Matasnos|Tinto de Ribera del Duero|Tempranillo|39.9|3.5197265|4.111916|2.1080315|3.6271715|1881|4.4|white
Tritium Matiz 2018|Matiz|2018|Rioja|Tritium|Tinto de Rioja|Tempranillo, Graciano, Garnacha|47.17|3.6434147|3.617561|1.767561|3.8143902|56|4.5|white
Luis Cañas Reserva Selección de la Familia 2019|Reserva Selección de la Familia|2019|Rioja|Luis Cañas|Tinto de Rioja|Tempranillo, Graciano, Garnacha|23.9|3.6529343|3.96084|1.7502004|3.720822|16075|4.2|white
Corrales Espinosa José Manuel Corrales 2022|José Manuel Corrales|2022|Valdepeñas|Corrales Espinosa|Tempranillo|Tempranillo|33.25|3.1056323|4.3581443|1.8635284|3.5136995|950|4.5|white
Murua Veguin de Murua Gran Reserva 2015|Veguin de Murua Gran Reserva|2015|Rioja|Murua|Tinto de Rioja|Tempranillo, Graciano, Garnacha|36.7|3.330712|3.8368242|1.7893244|3.3128169|909|4.3|white
Abrera Airaz 2020|Airaz|2020|Vino de Pago|Abrera|Tinto|Grenache., Tempranillo|13.9|3.3359225|3.5973787|2.1437864|3.2650485|38|4.5|white
Balbas Ancestral 2019|Ancestral|2019|Ribera del Duero|Balbas|Tinto de Ribera del Duero|Tempranillo|44.5|3.8334699|3.990679|1.611735|3.9523602|738|4.5|white
Astrales Christina Ribera del Duero 2019|Christina Ribera del Duero|2019|Ribera del Duero|Astrales|Tinto de Ribera del Duero|Tempranillo|44.85|3.7640035|3.871515|1.7928485|3.5634735|1568|4.3|white
Ausàs Interpretación 2021|Interpretación|2021|Ribera del Duero|Ausàs|Tinto de Ribera del Duero|Tempranillo|45.9|3.5441878|3.9438908|1.8317102|3.6209917|3635|4.4|white
Canals Canals Sentiments Priorat 2021|Sentiments Priorat|2021|Priorato|Canals Canals|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|12.95|3.4156961|3.811441|1.4571273|3.102211|738|4.0|white
Matarromera Ribera del Duero Reserva 2018|Ribera del Duero Reserva|2018|Ribera del Duero|Matarromera|Tinto de Ribera del Duero|Tempranillo|39.9|3.6454327|3.9688163|1.9179926|3.576894|43395|4.3|white
Matarromera Ribera del Duero Reserva 2017|Ribera del Duero Reserva|2017|Ribera del Duero|Matarromera|Tinto de Ribera del Duero|Tempranillo|38.9|3.6454327|3.9688163|1.9179926|3.576894|43395|4.3|white
Lan Culmen Reserva Rioja 2019|Culmen Reserva Rioja|2019|Rioja|Lan|Tinto de Rioja|Tempranillo, Graciano, Garnacha|45.0|3.8186285|3.989561|1.582597|3.876596|4247|4.4|white
Francisco Barona Tinto 2022|Tinto|2022|Ribera del Duero|Francisco Barona|Tinto de Ribera del Duero|Tempranillo|36.9|3.4670987|4.0192156|2.051357|3.4353163|3126|4.4|white
Hacienda Monasterio Cosecha 2018|Cosecha|2018|Ribera del Duero|Hacienda Monasterio|Tinto de Ribera del Duero|Tempranillo|41.5|3.6319618|3.9380183|1.8585652|3.398974|32629|4.3|white
Benjamin de Rothschild - Vega Sicilia Macán Clásico 2018|Macán Clásico|2018|Rioja|Benjamin de Rothschild - Vega Sicilia|Tinto de Rioja|Tempranillo, Graciano, Garnacha|49.25|3.6252067|3.864472|1.8214166|3.7548685|19510|4.3|white
Emilio Moro Malleolus 2020|Malleolus|2020|Ribera del Duero|Emilio Moro|Tinto de Ribera del Duero|Tempranillo|37.28|3.6734526|3.9323623|1.8321798|3.5038238|39731|4.3|white
Pago de Carraovejas Tinto 2021|Tinto|2021|Ribera del Duero|Pago de Carraovejas|Tinto de Ribera del Duero|Tempranillo|39.75|3.5731897|3.9913006|1.8469244|3.454019|73334|4.4|white
Bodegas Mauro Red 2021|Red|2021|Castilla y León|Bodegas Mauro|Tempranillo|Tempranillo|35.0|2.845863|4.136308|1.7930813|3.3432891|45009|4.3|white
Aalto Aalto 2021|Aalto|2021|Ribera del Duero|Aalto|Tinto de Ribera del Duero|Tempranillo|37.8|3.691139|3.9966636|1.8210819|3.5126474|40878|4.4|white
Atalaya Alaya Tierra 2020|Alaya Tierra|2020|Almansa|Atalaya|Grenache.|Grenache.|30.35|3.0020678|4.8808465|2.4159343|3.0819228|16087|4.4|white
Vinícola Real 200 Monges Rioja Reserva 2012|200 Monges Rioja Reserva|2012|Rioja|Vinícola Real|Tinto de Rioja|Tempranillo, Graciano, Garnacha|45.6|3.686637|3.7963119|1.7192144|3.685854|10415|4.3|white
Tomás Postigo 3er Año Ribera del Duero Tinto 2020|3er Año Ribera del Duero Tinto|2020|Ribera del Duero|Tomás Postigo|Tinto de Ribera del Duero|Tempranillo|37.26|3.568541|3.921755|1.9638405|3.3790576|18257|4.3|white
Sei Solo Tinto 2021|Tinto|2021|Ribera del Duero|Sei Solo|Tinto de Ribera del Duero|Tempranillo|49.53|3.814446|3.9901671|2.0157332|3.6064095|991|4.4|white
Volver Triga 2017|Triga|2017|Alicante|Volver|Tinto|Grenache., Tempranillo|34.75|3.0068834|4.158257|1.9583228|2.9730082|6660|4.3|white
Bodegas Ramiros Ramiro's 2020|Ramiro's|2020|Castilla y León|Bodegas Ramiros|Tempranillo|Tempranillo|32.0|2.6143742|4.4355335|1.6543872|3.5093412|914|4.4|white
Emilio Moro Malleolus 2021|Malleolus|2021|Ribera del Duero|Emilio Moro|Tinto de Ribera del Duero|Tempranillo|34.7|3.6734526|3.9323623|1.8321798|3.5038238|39731|4.3|white
Señorío de San Vicente San Vicente Rioja 2016|San Vicente Rioja|2016|Rioja|Señorío de San Vicente|Tinto de Rioja|Tempranillo, Graciano, Garnacha|43.9|3.694289|3.9185097|1.8589448|3.8211539|12010|4.3|white
La Rioja Alta Viña Ardanza Reserva 2017|Viña Ardanza Reserva|2017|Rioja|La Rioja Alta|Tinto de Rioja|Tempranillo, Graciano, Garnacha|26.56|3.7051666|3.8156617|1.6503363|3.597147|79517|4.3|white
Señorío de San Vicente San Vicente Rioja 2018|San Vicente Rioja|2018|Rioja|Señorío de San Vicente|Tinto de Rioja|Tempranillo, Graciano, Garnacha|43.9|3.694289|3.9185097|1.8589448|3.8211539|12010|4.3|white
Pago de Los Capellanes Reserva Tinto 2019|Reserva Tinto|2019|Ribera del Duero|Pago de Los Capellanes|Tinto de Ribera del Duero|Tempranillo|42.45|3.7389917|3.9088554|1.8321118|3.4939032|19946|4.2|white
Abel Mendoza Monge Grano a Grano Graciano 2020|Grano a Grano Graciano|2020|Rioja|Abel Mendoza Monge|Tinto de Rioja|Tempranillo, Graciano, Garnacha|49.95|3.6629608|3.7193491|1.8471582|3.6613252|726|4.4|white
Ausàs Interpretación 2019|Interpretación|2019|Ribera del Duero|Ausàs|Tinto de Ribera del Duero|Tempranillo|45.13|3.5441878|3.9438908|1.8317102|3.6209917|3635|4.4|white
Bodega Numanthia Numanthia 2018|Numanthia|2018|Toro|Bodega Numanthia|Tinto de Toro|Tempranillo|44.37|2.6881545|4.4550295|1.7077287|3.4703038|23143|4.3|white
Dominio de Cair Tierras de Cair Reserva 2014|Tierras de Cair Reserva|2014|Ribera del Duero|Dominio de Cair|Tinto de Ribera del Duero|Tempranillo|38.75|3.6853855|3.988271|1.9169817|3.6253438|3112|4.3|white
Atalaya Alaya Tierra 2021|Alaya Tierra|2021|Almansa|Atalaya|Grenache.|Grenache.|24.4|3.0020678|4.8808465|2.4159343|3.0819228|16087|4.4|white
Yaso Matteria Viñas Viejas 2018|Matteria Viñas Viejas|2018|Toro|Yaso|Tinto de Toro|Tempranillo|45.83|2.7714|4.5958667|1.5621334|3.6964664|481|4.4|white
Tomás Postigo 3er Año Ribera del Duero Tinto 2021|3er Año Ribera del Duero Tinto|2021|Ribera del Duero|Tomás Postigo|Tinto de Ribera del Duero|Tempranillo|35.9|3.568541|3.921755|1.9638405|3.3790576|18257|4.3|white
Tres Piedras Unanimous 'Finca la Tejera' 2021|Unanimous 'Finca la Tejera'|2021|Ribera del Duero|Tres Piedras|Tinto de Ribera del Duero|Tempranillo|41.4|3.596029|3.8336992|2.259692|3.532729|406|4.4|white
Mas Llunes Finca Butaros Vinya Centenària 2017|Finca Butaros Vinya Centenària|2017|Empordà|Mas Llunes|Tinto|Grenache., Tempranillo|35.9|3.1905282|4.1374483|1.7607975|3.114781|406|4.4|white
Cillar de Silos Dominio del Pidio 2020|Dominio del Pidio|2020|Ribera del Duero|Cillar de Silos|Tinto de Ribera del Duero|Tempranillo|48.54|3.5866733|3.8683448|1.8068737|3.3898578|3102|4.4|white
Artadi Valdegines 2018|Valdegines|2018|Vino de España|Artadi|Tempranillo|Tempranillo|40.43|3.4718773|4.058609|1.7353263|3.8565242|2973|4.2|white
Bodegas Valduero Tierra Alta de 2 Cotas Reserva 2016|Tierra Alta de 2 Cotas Reserva|2016|Ribera del Duero|Bodegas Valduero|Tinto de Ribera del Duero|Tempranillo|39.9|3.4183328|3.8789659|1.9901881|3.5582485|1749|4.3|white
Lan Culmen Reserva Rioja 2017|Culmen Reserva Rioja|2017|Rioja|Lan|Tinto de Rioja|Tempranillo, Graciano, Garnacha|46.38|3.8186285|3.989561|1.582597|3.876596|4247|4.4|white
Bosque de Matasnos Edicion Limitada 2018|Edicion Limitada|2018|Ribera del Duero|Bosque de Matasnos|Tinto de Ribera del Duero|Tempranillo|45.5|3.5197265|4.111916|2.1080315|3.6271715|1881|4.4|white
Lan A Mano Rioja 2020|A Mano Rioja|2020|Rioja|Lan|Tinto de Rioja|Tempranillo, Graciano, Garnacha|33.05|3.7479832|4.009115|1.8878119|3.8245082|7973|4.3|white
Teso La Monja Victorino 2020|Victorino|2020|Toro|Teso La Monja|Tinto de Toro|Tempranillo|43.4|2.781906|4.3992105|1.8322692|3.4241884|10379|4.3|white
La Rioja Alta Viña Arana Gran Reserva 2016|Viña Arana Gran Reserva|2016|Rioja|La Rioja Alta|Tinto de Rioja|Tempranillo, Graciano, Garnacha|34.85|3.598529|3.824166|1.8559997|3.606974|8476|4.3|white
Adamá Wines Tinto 2009|Tinto|2009|Ribera del Duero|Adamá Wines|Tinto de Ribera del Duero|Tempranillo|49.0|3.5310693|3.9784873|2.0103714|3.0357692|801|4.4|white
Morca Garnacha 2019|Garnacha|2019|Campo de Borja|Morca|Grenache.|Grenache.|37.25|3.0535746|4.80918|2.1572046|2.99265|2283|4.3|white
Vinos Valtuille Cabanelas Mencia 2019|Cabanelas Mencia|2019|Bierzo|Vinos Valtuille|Mencía|Mencía|39.91|3.867918|3.7063403|1.372902|3.448833|146|4.4|white
Finca La Capilla La Capilla Vendimia Seleccionada 2020|La Capilla Vendimia Seleccionada|2020|Ribera del Duero|Finca La Capilla|Tinto de Ribera del Duero|Tempranillo|31.5|3.3575625|4.0216126|1.9264917|3.547454|1072|4.3|white
Vall Llach Idus 2021|Idus|2021|Priorato|Vall Llach|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|39.05|3.4202263|4.7400723|2.0902781|3.291926|2398|4.2|white
Juan Gil Bruto 2021|Bruto|2021|Jumilla|Juan Gil|Monastrell|Monastrell|34.75|3.3518584|3.82676|2.077233|4.0293384|3562|4.5|white
Francisco Barona Tinto 2021|Tinto|2021|Ribera del Duero|Francisco Barona|Tinto de Ribera del Duero|Tempranillo|36.9|3.4670987|4.0192156|2.051357|3.4353163|3126|4.4|white
Pinea 17 2020|17|2020|Ribera del Duero|Pinea|Tinto de Ribera del Duero|Tempranillo|49.9|2.86204|4.3539925|1.7191473|3.593818|2065|4.4|white
Lynus Año de Gracia 2018|Año de Gracia|2018|Ribera del Duero|Lynus|Tinto de Ribera del Duero|Tempranillo|44.49|3.130799|3.6176288|2.0591238|2.8384023|126|4.4|white
Leda Guarda de Leda Selección Tempranillo 2015|Guarda de Leda Selección Tempranillo|2015|Castilla y León|Leda|Tempranillo|Tempranillo|39.2|2.7630806|4.3928947|1.815294|3.8423684|791|4.1|white
Territorio Luthier Hispania Tinto 2020|Hispania Tinto|2020|Ribera del Duero|Territorio Luthier|Tinto de Ribera del Duero|Tempranillo|32.75|3.5951157|3.9111152|2.004036|3.5570202|827|4.3|white
Bodegas Marqués de Cáceres Gaudium 2019|Gaudium|2019|Rioja|Bodegas Marqués de Cáceres|Tinto de Rioja|Tempranillo, Graciano, Garnacha|43.5|3.7007778|3.9730449|1.7348201|3.9084592|8459|4.3|white
Señorío de San Vicente San Vicente Rioja 2020|San Vicente Rioja|2020|Rioja|Señorío de San Vicente|Tinto de Rioja|Tempranillo, Graciano, Garnacha|42.2|3.694289|3.9185097|1.8589448|3.8211539|12010|4.3|white
Detilio Ribera del Duero Tinto 2022|Ribera del Duero Tinto|2022|Ribera del Duero|Detilio|Tinto de Ribera del Duero|Tempranillo|29.35|3.1343665|3.182372|2.7337735|3.0987062|103|4.4|white
Marqués de Griñon Emeritvs (Emeritus) 2014|Emeritvs (Emeritus)|2014|Dominio de Valdepusa|Marqués de Griñon|Tinto|Grenache., Tempranillo|43.26|3.171577|4.030996|1.9374987|3.2639384|1904|4.3|white
Tridente Rejón Tempranillo 2019|Rejón Tempranillo|2019|Castilla y León|Tridente|Tempranillo|Tempranillo|38.5|2.6937451|4.477487|2.101808|3.736911|3029|4.4|white
Albet i Noya Martí Reserva Penedès 2016|Martí Reserva Penedès|2016|Penedès|Albet i Noya|Tinto|Grenache., Tempranillo|41.0|2.9872873|3.8411236|1.7889546|2.8701456|1080|4.3|white
Estones Coster d'en Fornós 2020|Coster d'en Fornós|2020|Montsant|Estones|Tinto de Montsant|Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha|41.95|3.156595|3.8807757|2.0814223|3.2713363|97|4.4|white
Artadi Valdegines 2020|Valdegines|2020|Vino de España|Artadi|Tempranillo|Tempranillo|38.5|3.4718773|4.058609|1.7353263|3.8565242|2973|4.2|white
Teso La Monja Victorino 2021|Victorino|2021|Toro|Teso La Monja|Tinto de Toro|Tempranillo|41.5|2.781906|4.3992105|1.8322692|3.4241884|10379|4.3|white
Jesus Madrazo Selección Rioja 2019|Selección Rioja|2019|Rioja|Jesus Madrazo|Tinto de Rioja|Tempranillo, Graciano, Garnacha|33.6|3.4856548|3.7731152|1.6843805|3.071593|520|4.3|white
Hispano Suizas Quod Superius 2017|Quod Superius|2017|Utiel-Requena|Hispano Suizas|Tinto|Grenache., Tempranillo|44.2|3.2637064|4.0748878|2.1121676|3.0653038|1150|4.4|white
Los Aguilares Tadeo Tinaja 2019|Tadeo Tinaja|2019|Sierras de Málaga|Los Aguilares|Tinto|Grenache., Tempranillo|34.5|3.0264533|3.7570708|2.1539505|2.8857126|314|4.3|white
Heredad de Atencia N-A 2014|N-A|2014|Vino de España|Heredad de Atencia|Tinto|Grenache., Tempranillo|30.0|3.3946526|3.9316616|1.5345017|3.140453|82|4.4|white
Allende Mingortiz Rioja 2016|Mingortiz Rioja|2016|Rioja|Allende|Tinto de Rioja|Tempranillo, Graciano, Garnacha|48.42|3.5396135|3.769013|1.9017848|3.504046|350|4.2|white
Sei Solo Tinto 2020|Tinto|2020|Ribera del Duero|Sei Solo|Tinto de Ribera del Duero|Tempranillo|49.5|3.814446|3.9901671|2.0157332|3.6064095|991|4.4|white
Pago de Los Capellanes Un Sueño En Las Alturas 2020|Un Sueño En Las Alturas|2020|Ribera del Duero|Pago de Los Capellanes|Tinto de Ribera del Duero|Tempranillo|49.9|3.2965808|3.545|2.2290072|3.4954045|92|4.4|white
Bodegas Lleiroso Reserva Edición Especial Sergio Hernández 2014|Reserva Edición Especial Sergio Hernández|2014|Ribera del Duero|Bodegas Lleiroso|Tinto de Ribera del Duero|Tempranillo|36.49|3.8362536|3.8322861|1.7976254|3.5265782|667|4.1|white
Vegalfaro Pago de los Balagueses Los Altos 2019|Pago de los Balagueses Los Altos|2019|Valencia|Vegalfaro|Tinto|Grenache., Tempranillo|49.5|3.3103573|3.887619|1.6080655|3.317381|75|4.4|white
Losada La Bienquerida 2020|La Bienquerida|2020|Bierzo|Losada|Mencía|Mencía|44.5|3.5821192|3.68973|1.872746|3.1572864|1663|4.2|white
Anayón Garnacha Parcela 81 Viñas Viejas 2018|Garnacha Parcela 81 Viñas Viejas|2018|Cariñena|Anayón|Tinto|Grenache., Tempranillo|45.0|3.0995543|3.6198888|2.1893592|2.8799999|64|4.4|white
Bodegas Amaren El Cristo de Samaniego 2017|El Cristo de Samaniego|2017|Rioja Alavesa|Bodegas Amaren|Tinto de Rioja|Tempranillo, Graciano, Garnacha|38.0|3.7057023|3.9305713|1.7989506|4.01679|311|4.4|white
Luis A. Rodriguez Vazquez A Torna dos Pasas Escolma Ribeiro 2017|A Torna dos Pasas Escolma Ribeiro|2017|Ribeiro|Luis A. Rodriguez Vazquez|Tinto|Grenache., Tempranillo|45.7|3.6679099|4.0418696|1.5551836|3.4254692|414|4.3|white
Señorío de Libano Digma Reserva 2014|Digma Reserva|2014|Rioja|Señorío de Libano|Tinto de Rioja|Tempranillo, Graciano, Garnacha|36.3|3.9037523|3.892173|1.4761628|3.4424107|488|4.1|white
Bodegas 6º Elemento - Vino Sexto Elemento Respeto 2019|Respeto|2019|Utiel-Requena|Bodegas 6º Elemento - Vino Sexto Elemento|Tinto|Grenache., Tempranillo|29.95|3.1065655|4.3147087|2.0899687|3.3136754|424|4.5|white
Conreria d'Scala Dei Voltons 2017|Voltons|2017|Priorato|Conreria d'Scala Dei|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|49.25|3.4349916|4.2232304|1.6190865|3.4924958|268|4.4|white
Cillar de Silos La Viña de Amalio Tempranillo 2019|La Viña de Amalio Tempranillo|2019|Ribera del Duero|Cillar de Silos|Tinto de Ribera del Duero|Tempranillo|49.9|3.6702895|3.786906|1.6905522|3.4236546|626|4.2|white
Epifanio Rivera Erial Tradición Familia 2021|Erial Tradición Familia|2021|Ribera del Duero|Epifanio Rivera|Tinto de Ribera del Duero|Tempranillo|24.95|3.701923|3.9613738|1.7981927|3.6726315|1237|4.3|white
De Nariz Edición Limitada Yecla 2020|Edición Limitada Yecla|2020|Yecla|De Nariz|Monastrell|Monastrell|43.4|3.5|3.5|1.0|4.246154|43|4.4|white
Losada Altos de Losada La Senda del Diablo 2017|Altos de Losada La Senda del Diablo|2017|Bierzo|Losada|Tinto|Grenache., Tempranillo|36.45|3.1682343|3.995634|1.7354736|3.0986998|144|4.2|white
Finca Rodma Selección Tinto 2021|Selección Tinto|2021|Ribera del Duero|Finca Rodma|Tinto de Ribera del Duero|Tempranillo|25.13|3.5066538|4.1054387|2.0104067|3.6115692|1093|4.4|white
Morca Garnacha 2021|Garnacha|2021|Campo de Borja|Morca|Grenache.|Grenache.|32.9|3.0535746|4.80918|2.1572046|2.99265|2283|4.3|white
Artadi Quintanilla 2020|Quintanilla|2020|Vino de España|Artadi|Tempranillo|Tempranillo|46.1|3.3655274|4.0008163|1.9571089|3.71699|226|4.3|white
Cepas Familiares Nivel 2018|Nivel|2018|Ribera del Duero|Cepas Familiares|Tinto de Ribera del Duero|Tempranillo|48.0|3.2301283|3.497108|2.576311|3.2873266|259|4.3|white
Venta Las Vacas La Cuartilleja Reserva 2019|La Cuartilleja Reserva|2019|Ribera del Duero|Venta Las Vacas|Tinto de Ribera del Duero|Tempranillo|43.48|3.440241|3.6141245|2.4053555|3.2384644|347|4.4|white
Tridente Gota de Arena 2021|Gota de Arena|2021|Castilla y León|Tridente|Tempranillo|Tempranillo|6.26|2.7793102|4.2726717|1.7567606|3.6200643|3770|3.8|white
Rodríguez Sanzo Whisba Tempranillo Aged 24 In Oak Barrels 2019|Whisba Tempranillo Aged 24 In Oak Barrels|2019|Castilla y León|Rodríguez Sanzo|Tempranillo|Tempranillo|49.37|2.5|4.5|1.0|4.0|33|4.4|white
Clos Galena Galena 2021|Galena|2021|Priorato|Clos Galena|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|28.0|3.4006777|4.6419234|1.7594444|3.4552803|3653|4.2|white
Losada La Bienquerida 2021|La Bienquerida|2021|Bierzo|Losada|Mencía|Mencía|43.45|3.5821192|3.68973|1.872746|3.1572864|1663|4.2|white
Familia Montaña Finca La Claudia Garnacha 2017|Finca La Claudia Garnacha|2017|Rioja|Familia Montaña|Tinto de Rioja|Tempranillo, Graciano, Garnacha|24.76|3.2668588|4.1912565|1.4388483|3.3596857|222|4.3|white
Hispano Suizas Quod Superius 2018|Quod Superius|2018|Utiel-Requena|Hispano Suizas|Tinto|Grenache., Tempranillo|48.9|3.2637064|4.0748878|2.1121676|3.0653038|1150|4.4|white
Bodegas Zinio Terroir de Zinio Selección de Suelos 2011|Terroir de Zinio Selección de Suelos|2011|Rioja Alta|Bodegas Zinio|Tinto de Rioja|Tempranillo, Graciano, Garnacha|43.35|4.0|4.0|1.0|4.5|25|4.4|white
Bodegas San Román Tinto 2021|Tinto|2021|Toro|Bodegas San Román|Tinto de Toro|Tempranillo|32.5|2.7389703|4.3437605|1.7120945|3.370108|22258|4.3|white
R. López de Heredia Viña Tondonia Reserva 2008|Viña Tondonia Reserva|2008|Rioja|R. López de Heredia|Tinto de Rioja|Tempranillo, Graciano, Garnacha|44.8|3.8172855|3.697806|1.584411|3.715948|76021|4.2|white
Lan A Mano Rioja 2021|A Mano Rioja|2021|Rioja|Lan|Tinto de Rioja|Tempranillo, Graciano, Garnacha|33.8|3.7479832|4.009115|1.8878119|3.8245082|7973|4.3|white
Volver Triga 2020|Triga|2020|Alicante|Volver|Tinto|Grenache., Tempranillo|33.5|3.0068834|4.158257|1.9583228|2.9730082|6660|4.3|white
La Rioja Alta Viña Ardanza Reserva 2016|Viña Ardanza Reserva|2016|Rioja|La Rioja Alta|Tinto de Rioja|Tempranillo, Graciano, Garnacha|29.9|3.7051666|3.8156617|1.6503363|3.597147|79517|4.3|white
Abadía Retuerta Selección Especial 2018|Selección Especial|2018|Abadía Retuerta|Abadía Retuerta|Tinto|Grenache., Tempranillo|30.06|2.9820104|4.0099397|1.7910992|3.0818484|54361|4.2|white
Antídoto La Hormiga de Antídoto 2022|La Hormiga de Antídoto|2022|Ribera del Duero|Antídoto|Tinto de Ribera del Duero|Tempranillo|31.81|3.6077058|3.851733|2.0188851|3.5120678|3201|4.3|white
Bodegas Mauro Red 2020|Red|2020|Castilla y León|Bodegas Mauro|Tempranillo|Tempranillo|38.35|2.845863|4.136308|1.7930813|3.3432891|45009|4.3|white
Cims de Porrera Clàssic 2019|Clàssic|2019|Priorato|Cims de Porrera|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|47.7|3.426656|4.6423965|1.8346864|3.1772027|2540|4.3|white
Condado de Haza Alenza Ribera del Duero Gran Reserva 2018|Alenza Ribera del Duero Gran Reserva|2018|Ribera del Duero|Condado de Haza|Tinto de Ribera del Duero|Tempranillo|31.6|3.7368033|3.943357|1.6926817|3.6069868|2225|4.3|white
Emilio Moro Vendimia Seleccionada 2022|Vendimia Seleccionada|2022|Ribera del Duero|Emilio Moro|Tinto de Ribera del Duero|Tempranillo|25.37|3.7281387|3.9154227|2.141655|3.5705824|2195|4.3|white
Bodegas 6º Elemento - Vino Sexto Elemento Tinto 2022|Tinto|2022|Valencia|Bodegas 6º Elemento - Vino Sexto Elemento|Tinto|Grenache., Tempranillo|19.85|3.130824|4.178246|2.1644561|3.2068288|2040|4.3|white
Neo Punta Esencia 2020|Punta Esencia|2020|Ribera del Duero|Neo|Tinto de Ribera del Duero|Tempranillo|28.14|3.7562523|3.9412816|1.7607788|3.5747561|1946|4.3|white
Marqués de Griñon Emeritvs (Emeritus) 2019|Emeritvs (Emeritus)|2019|Dominio de Valdepusa|Marqués de Griñon|Tinto|Grenache., Tempranillo|45.8|3.171577|4.030996|1.9374987|3.2639384|1904|4.3|white
Bodegas San Román Tinto 2012|Tinto|2012|Toro|Bodegas San Román|Tinto de Toro|Tempranillo|45.0|2.7389703|4.3437605|1.7120945|3.370108|22258|4.3|white
Bodegas San Román Tinto 2018|Tinto|2018|Toro|Bodegas San Román|Tinto de Toro|Tempranillo|42.0|2.7389703|4.3437605|1.7120945|3.370108|22258|4.3|white
Marqués de Riscal Reserva XR 2017|Reserva XR|2017|Rioja|Marqués de Riscal|Tinto de Rioja|Tempranillo, Graciano, Garnacha|25.8|3.3543274|3.671998|1.9856665|3.5187476|5810|4.3|white
