vintage_name|wine_name|year|region|bodega|varietal_name|grape_varieties|price|acidity|intensity|sweetness|tannin|wine_ratings_count|wine_ratings_average|red/white
Marqués de Murrieta Reserva Rioja (Finca Ygay) 2019|Reserva Rioja (Finca Ygay)|2019|Rioja|Marqués de Murrieta|Tinto de Rioja|Tempranillo, Graciano, Garnacha|23.71|3.7006016|3.8520126|1.6771427|3.670346|90335|4.1|white
Joan Simó Les Eres Vinyes Velles 2017|Les Eres Vinyes Velles|2017|Priorato|Joan Simó|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|32.49|3.438245|4.706586|2.1342049|3.0232835|1106|4.2|white
Torre de Oña Finca Martelo 2016|Finca Martelo|2016|Rioja|Torre de Oña|Tinto de Rioja|Tempranillo, Graciano, Garnacha|22.15|3.6209314|3.7882218|1.7659949|3.7128057|6552|4.2|white
Pepe Mendoza Casa Agrícola Giró de Abargues 2021|Giró de Abargues|2021|Alicante|Pepe Mendoza Casa Agrícola|Tinto|Grenache., Tempranillo|23.6|3.1736958|3.5319955|1.8860365|2.985944|1081|4.2|white
Sei Solo Preludio 2018|Preludio|2018|Ribera del Duero|Sei Solo|Tinto de Ribera del Duero|Tempranillo|39.0|3.6112947|4.0021815|1.8276092|3.602604|4612|4.2|white
Lan Gran Reserva Rioja 2016|Gran Reserva Rioja|2016|Rioja|Lan|Tinto de Rioja|Tempranillo, Graciano, Garnacha|18.0|3.7728999|3.8926666|1.6858681|3.768369|22482|4.0|white
Dominio de Pingus PSI 2021|PSI|2021|Ribera del Duero|Dominio de Pingus|Tinto de Ribera del Duero|Tempranillo|39.9|3.711469|3.857059|1.6675057|3.5407767|57186|4.2|white
Bodega Contador (Benjamín Romeo) Predicador Rioja 2019|Predicador Rioja|2019|Rioja|Bodega Contador (Benjamín Romeo)|Tinto de Rioja|Tempranillo, Graciano, Garnacha|27.0|3.6710782|3.9095197|1.8140807|3.7938151|14201|4.0|white
Bodegas La Horra Corimbo I 2015|Corimbo I|2015|Ribera del Duero|Bodegas La Horra|Tinto de Ribera del Duero|Tempranillo|45.35|3.7147715|3.9902465|1.7697369|3.6210654|7814|4.2|white
Quinta Sardonia QS 2010|QS|2010|Castilla y León|Quinta Sardonia|Tinto|Grenache., Tempranillo|41.9|3.0293815|4.0222893|1.9294894|3.029177|7087|4.2|white
El Coto Coto de Imaz Rioja Gran Reserva 2017|Coto de Imaz Rioja Gran Reserva|2017|Rioja|El Coto|Tinto de Rioja|Tempranillo, Graciano, Garnacha|19.15|3.7101603|3.872801|1.61823|3.6841006|27171|4.1|white
R. López de Heredia Viña Bosconia Reserva 2012|Viña Bosconia Reserva|2012|Rioja Alta|R. López de Heredia|Tinto de Rioja|Tempranillo, Graciano, Garnacha|24.5|3.8336575|3.7670188|1.5823396|3.8114753|22054|4.1|white
Juvé & Camps Penedès Reserva Iohannes 2013|Penedès Reserva Iohannes|2013|Penedès|Juvé & Camps|Tinto|Grenache., Tempranillo|35.35|2.8423178|3.9654498|1.5810477|2.820889|822|4.2|white
Juvé & Camps Penedès Reserva Iohannes 2015|Penedès Reserva Iohannes|2015|Penedès|Juvé & Camps|Tinto|Grenache., Tempranillo|31.64|2.8423178|3.9654498|1.5810477|2.820889|822|4.2|white
Viña Pedrosa Crianza Ribera del Duero 2020|Crianza Ribera del Duero|2020|Ribera del Duero|Viña Pedrosa|Tinto de Ribera del Duero|Tempranillo|22.93|3.7073529|3.8960435|1.7325078|3.6108105|21554|4.0|white
Bodegas Faustino I Gran Reserva 2014|I Gran Reserva|2014|Rioja|Bodegas Faustino|Tinto de Rioja|Tempranillo, Graciano, Garnacha|18.5|3.6834888|3.77831|1.6302667|3.6210527|93496|4.1|white
Dehesa de Los Canónigos Crianza 2019|Crianza|2019|Ribera del Duero|Dehesa de Los Canónigos|Tinto de Ribera del Duero|Tempranillo|38.5|3.539161|3.8722|1.8496422|3.3351262|10934|4.1|white
Protos Serie Privada 2019|Serie Privada|2019|Ribera del Duero|Protos|Tinto de Ribera del Duero|Tempranillo|25.0|3.7484467|3.940456|1.6494286|3.4880981|757|4.2|white
Valderiz Tinto 2019|Tinto|2019|Ribera del Duero|Valderiz|Tinto de Ribera del Duero|Tempranillo|21.97|3.779434|4.022618|1.7152052|3.6416728|6960|4.1|white
Dehesa de Luna Gran Luna 2018|Gran Luna|2018|Castilla|Dehesa de Luna|Tinto|Grenache., Tempranillo|21.75|3.1644723|4.30321|2.226709|3.4684398|738|4.2|white
Protos Reserva 5 Año 2017|Reserva 5 Año|2017|Ribera del Duero|Protos|Tinto de Ribera del Duero|Tempranillo|25.65|3.7547748|3.9994063|1.6844115|3.6107996|24808|4.2|white
Huerta de Albala Taberner Tierra de Cádiz 2016|Taberner Tierra de Cádiz|2016|Cádiz|Huerta de Albala|Syrah|Shiraz/Syrah|20.9|3.1118257|3.9992607|1.8428209|3.636817|7249|4.2|white
Can Ràfols dels Caus Caus Lubis 1996|Caus Lubis|1996|Penedès|Can Ràfols dels Caus|Merlot|Merlot|40.0|2.4014452|3.8847177|1.3947508|2.6692526|712|4.2|white
Alonso del Yerro Ribera del Duero 2018|Ribera del Duero|2018|Ribera del Duero|Alonso del Yerro|Tinto de Ribera del Duero|Tempranillo|24.48|3.7180488|3.8935893|1.8092395|3.54729|7849|4.0|white
Pagos del Moncayo Prados Privé 2020|Prados Privé|2020|Campo de Borja|Pagos del Moncayo|Syrah|Shiraz/Syrah|28.75|3.8254635|4.6612463|1.8044249|3.6873324|663|4.2|white
Marqués de Riscal Finca Torrea 2017|Finca Torrea|2017|Rioja|Marqués de Riscal|Tinto de Rioja|Tempranillo, Graciano, Garnacha|29.65|3.687462|3.8530319|1.7641408|3.758279|5198|4.1|white
Tinto Pesquera Reserva 2019|Reserva|2019|Ribera del Duero|Tinto Pesquera|Tinto de Ribera del Duero|Tempranillo|33.75|3.6964393|3.919391|1.7433907|3.5289264|26824|4.2|white
Bodegas Valdemar Inspiración Balcón de Pilatos Maturana 2020|Inspiración Balcón de Pilatos Maturana|2020|Rioja|Bodegas Valdemar|Tinto de Rioja|Tempranillo, Graciano, Garnacha|28.0|3.5249267|3.8305192|1.5094439|3.6830332|640|4.2|white
Losada Altos de Losada 2020|Altos de Losada|2020|Bierzo|Losada|Mencía|Mencía|19.17|3.8523254|3.6011739|1.8701717|2.9738631|5518|4.0|white
Bodegas 6º Elemento - Vino Sexto Elemento David & Goliath 2021|David & Goliath|2021|Utiel-Requena|Bodegas 6º Elemento - Vino Sexto Elemento|Tinto|Grenache., Tempranillo|19.9|2.9899685|4.183994|1.8365328|3.0740726|616|4.2|white
D. Mateos La Mateo Garnacha Cepas Viejas 2018|La Mateo Garnacha Cepas Viejas|2018|Rioja|D. Mateos|Tinto de Rioja|Tempranillo, Graciano, Garnacha|32.95|3.3423836|4.574453|1.9690406|3.2745576|614|4.2|white
Los Aguilares Pago El Espino 2017|Pago El Espino|2017|Sierras de Málaga|Los Aguilares|Tinto|Grenache., Tempranillo|41.3|3.1497233|3.810038|1.8618379|2.8727338|6791|4.1|white
Vall Llach Embruix 2021|Embruix|2021|Priorato|Vall Llach|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|21.24|3.4535885|4.7047596|1.7153875|3.3021936|10471|4.1|white
Pepe Mendoza Casa Agrícola Giró de Abargues 2019|Giró de Abargues|2019|Alicante|Pepe Mendoza Casa Agrícola|Tinto|Grenache., Tempranillo|23.85|3.1736958|3.5319955|1.8860365|2.985944|1081|4.2|white
Comenge Don Miguel 2018|Don Miguel|2018|Ribera del Duero|Comenge|Tinto de Ribera del Duero|Tempranillo|44.35|3.5666625|3.98845|1.9866126|3.4477627|601|4.2|white
Remírez de Ganuza Rioja Reserva Fincas de Ganuza 2016|Rioja Reserva Fincas de Ganuza|2016|Rioja|Remírez de Ganuza|Tinto de Rioja|Tempranillo, Graciano, Garnacha|30.5|3.7697184|3.8370504|1.7727945|3.8324478|7432|4.1|white
Habla No.18 2015|No.18|2015|Extremadura|Habla|Syrah|Shiraz/Syrah|48.91|3.091645|3.846037|1.9001143|3.48897|820|4.2|white
Montecastro Ribera del Duero Red 2020|Ribera del Duero Red|2020|Ribera del Duero|Montecastro|Tinto de Ribera del Duero|Tempranillo|17.34|3.669593|4.0058885|1.9189948|3.5004802|13788|4.1|white
Alta Alella Orbus 2021|Orbus|2021|Alella|Alta Alella|Syrah|Shiraz/Syrah|27.9|3.126977|3.7035518|1.6084144|3.338795|531|4.2|white
Alta Alella Orbus 2020|Orbus|2020|Alella|Alta Alella|Syrah|Shiraz/Syrah|29.3|3.126977|3.7035518|1.6084144|3.338795|531|4.2|white
Bodegas Vilano Terra Incognita 2019|Terra Incognita|2019|Ribera del Duero|Bodegas Vilano|Tinto de Ribera del Duero|Tempranillo|27.25|3.6805494|3.9965649|1.8405417|3.6150198|2961|4.2|white
Villota Viña Gena 2021|Viña Gena|2021|Rioja|Villota|Tinto de Rioja|Tempranillo, Graciano, Garnacha|34.9|3.5587964|3.6410441|1.4296283|3.8235934|520|4.2|white
Pago Calzadilla Gran Calzadilla 2012|Gran Calzadilla|2012|Pago Calzadilla|Pago Calzadilla|Tinto|Grenache., Tempranillo|36.55|3.1896067|3.9245224|2.118561|3.0978105|510|4.2|white
Protos Reserva 5 Año 2018|Reserva 5 Año|2018|Ribera del Duero|Protos|Tinto de Ribera del Duero|Tempranillo|27.5|3.7547748|3.9994063|1.6844115|3.6107996|24808|4.2|white
Bodegas Estraunza Solar de Estraunza Reserva 2019|Solar de Estraunza Reserva|2019|Rioja|Bodegas Estraunza|Tinto de Rioja|Tempranillo, Graciano, Garnacha|10.6|2.73773|4.2631288|1.331503|3.5780063|506|4.2|white
Álvaro Palacios Les Terrasses Laderas de Pizarra 2021|Les Terrasses Laderas de Pizarra|2021|Priorato|Álvaro Palacios|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|36.9|3.4754417|4.5017743|1.6162652|3.2219994|23443|4.2|white
Tilenus Pieros 2015|Pieros|2015|Bierzo|Tilenus|Mencía|Mencía|42.3|3.9679725|3.6760242|1.902306|3.2030616|503|4.2|white
Zifar Caballero Zifar 2019|Caballero Zifar|2019|Ribera del Duero|Zifar|Tinto de Ribera del Duero|Tempranillo|26.23|3.7169511|4.179111|1.6842468|3.7143557|490|4.2|white
Casa Gran del Siurana Gran Cruor 2018|Gran Cruor|2018|Priorato|Casa Gran del Siurana|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|49.0|3.5106285|4.8880005|2.151425|3.4781325|490|4.2|white
Marta Mate Primordium 2013|Primordium|2013|Ribera del Duero|Marta Mate|Tinto de Ribera del Duero|Tempranillo|37.0|3.7902954|3.4179845|1.5839924|3.7643902|489|4.2|white
Mas Doix Salanques 2019|Salanques|2019|Priorato|Mas Doix|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|34.4|3.5006683|4.5748644|1.6314975|3.295937|6109|4.1|white
Vall Llach Embruix 2022|Embruix|2022|Priorato|Vall Llach|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|21.15|3.4535885|4.7047596|1.7153875|3.3021936|10471|4.1|white
Luis Cañas Reserva Selección de la Familia 2018|Reserva Selección de la Familia|2018|Rioja|Luis Cañas|Tinto de Rioja|Tempranillo, Graciano, Garnacha|24.9|3.6529343|3.96084|1.7502004|3.720822|16075|4.2|white
Conreria d'Scala Dei Les Brugueres 2021|Les Brugueres|2021|Priorato|Conreria d'Scala Dei|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|40.0|3.4367301|4.097695|1.7153927|3.1784434|2867|4.1|white
Bodegas El Sequé El Sequé 2020|El Sequé|2020|Alicante|Bodegas El Sequé|Monastrell|Monastrell|24.2|3.4017866|3.6007164|1.9372013|3.9316344|7294|4.0|white
Casa Castillo Las Gravas 2020|Las Gravas|2020|Jumilla|Casa Castillo|Blend del Ródano|Shiraz/Syrah, Grenache., Monastrell|44.71|3.9418726|4.642534|1.708042|3.7389302|4522|4.0|white
Rupestre de Alpera Gold Rupestre Garnacha Tintorera 2021|Gold Rupestre Garnacha Tintorera|2021|La Mancha|Rupestre de Alpera|Tinto|Grenache., Tempranillo|15.25|3.3017557|4.315887|2.1821434|3.4590201|450|4.2|white
Viña Sastre Ribera del Duero Crianza 2020|Ribera del Duero Crianza|2020|Ribera del Duero|Viña Sastre|Tinto de Ribera del Duero|Tempranillo|20.88|3.7380917|3.933495|1.6710433|3.549338|8449|4.0|white
Carmelo Rodero Crianza 2021|Crianza|2021|Ribera del Duero|Carmelo Rodero|Tinto de Ribera del Duero|Tempranillo|22.8|3.6110682|3.8990178|1.8451487|3.4183364|21859|4.1|white
Habla No. 15 2014|No. 15|2014|Extremadura|Habla|Tempranillo|Tempranillo|35.09|2.6938825|4.3398824|1.7489413|3.4229412|568|4.2|white
Xavi Pallejà Buxus de les Aubagues 2022|Buxus de les Aubagues|2022|Priorato|Xavi Pallejà|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|23.89|3.2536864|4.434583|1.712827|3.3082936|407|4.2|white
Xavi Pallejà Buxus de les Aubagues 2021|Buxus de les Aubagues|2021|Priorato|Xavi Pallejà|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|21.99|3.2536864|4.434583|1.712827|3.3082936|407|4.2|white
Alto Moncayo Veraton Garnacha 2020|Veraton Garnacha|2020|Campo de Borja|Alto Moncayo|Grenache.|Grenache.|22.9|3.1030817|4.8241653|1.8156204|2.8980553|18368|4.2|white
Bodega Tesalia Arcos de la Frontera 2019|Arcos de la Frontera|2019|Andalucía|Bodega Tesalia|Tinto|Grenache., Tempranillo|29.9|3.0337696|4.0144987|2.1288676|3.2949765|2093|4.3|white
Celler Ronadelles - Cap de Ruc Giral Vinyes Velles Tinto 2017|Giral Vinyes Velles Tinto|2017|Montsant|Celler Ronadelles - Cap de Ruc|Tinto de Montsant|Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha|35.0|3.307533|4.3055134|1.5042715|3.3881621|377|4.2|white
Fernández de Piérola Vitium Reserva 2015|Vitium Reserva|2015|Rioja|Fernández de Piérola|Tinto de Rioja|Tempranillo, Graciano, Garnacha|30.2|3.7882893|3.9311812|1.1731365|3.6584928|373|4.2|white
Castell d'Encus Quest 2014|Quest|2014|Costers del Segre|Castell d'Encus|Tinto|Grenache., Tempranillo|39.9|3.1985853|3.7322054|1.7588896|2.9813993|1793|4.2|white
Marqués de Riscal Finca Torrea 2018|Finca Torrea|2018|Rioja|Marqués de Riscal|Tinto de Rioja|Tempranillo, Graciano, Garnacha|27.5|3.687462|3.8530319|1.7641408|3.758279|5198|4.1|white
Rolland Toro Campo Eliseo 2017|Toro Campo Eliseo|2017|Toro|Rolland|Tinto de Toro|Tempranillo|28.69|2.6317067|4.45125|1.6707933|3.383317|360|4.2|white
Viña Sastre Acos Ribera del Duero 2008|Acos Ribera del Duero|2008|Ribera del Duero|Viña Sastre|Tinto de Ribera del Duero|Tempranillo|47.1|3.6893747|3.555731|2.316843|3.4364831|354|4.2|white
Bodega de Bardos Suprema 30 Meses 2018|Suprema 30 Meses|2018|Ribera del Duero|Bodega de Bardos|Tinto de Ribera del Duero|Tempranillo|40.35|3.6670504|4.00163|1.8010398|3.528331|1694|4.3|white
Dominio de Atauta Dominio de Atauta 2020|Dominio de Atauta|2020|Ribera del Duero|Dominio de Atauta|Tinto de Ribera del Duero|Tempranillo|27.2|3.7274332|3.8706527|1.7936409|3.5120237|11357|4.1|white
Alonso & Pedrajo Suañé Tinto Reserva 2018|Suañé Tinto Reserva|2018|Rioja|Alonso & Pedrajo|Tinto de Rioja|Tempranillo, Graciano, Garnacha|24.25|3.6378257|3.5962522|1.8838978|3.449539|349|4.2|white
De Moya Sofia 2018|Sofia|2018|Valencia|De Moya|Tinto|Grenache., Tempranillo|22.5|3.0403922|3.9339738|1.7722356|3.1649098|1587|4.2|white
Pradorey Finca La Mina Reserva 2018|Finca La Mina Reserva|2018|Ribera del Duero|Pradorey|Tinto de Ribera del Duero|Tempranillo|22.55|3.6949387|3.992317|1.8257908|3.5574481|2722|4.1|white
Castillo Perelada Finca Malaveïna 2020|Finca Malaveïna|2020|Empordà|Castillo Perelada|Tinto|Grenache., Tempranillo|22.05|3.029937|3.9850194|1.791732|3.0390675|8145|4.2|white
Habla No. 19 2015|No. 19|2015|Extremadura|Habla|Tempranillo|Tempranillo|32.55|2.658802|4.3599515|1.6250123|3.606675|397|4.2|white
Remelluri Rioja Reserva 2016|Rioja Reserva|2016|Rioja|Remelluri|Tinto de Rioja|Tempranillo, Graciano, Garnacha|26.5|3.6803536|3.8275857|1.7022396|3.786242|32392|4.1|white
Luis Cañas Rioja Gran Reserva 2016|Rioja Gran Reserva|2016|Rioja|Luis Cañas|Tinto de Rioja|Tempranillo, Graciano, Garnacha|31.9|3.6438558|3.9304001|1.6228534|3.6989648|6911|3.9|white
Bodegas Care Finca Marimú Viñas Viejas 2022|Finca Marimú Viñas Viejas|2022|Cariñena|Bodegas Care|Tinto|Grenache., Tempranillo|13.5|2.98152|3.970241|1.7978313|2.911418|313|4.2|white
Montecillo Viña Monty Reserva Graciano 2016|Viña Monty Reserva Graciano|2016|Rioja|Montecillo|Tinto de Rioja|Tempranillo, Graciano, Garnacha|32.95|3.271506|3.3100245|2.2921727|3.2511978|308|4.2|white
D. Mateos La Mateo Colección de Familia Vendimia 2020|La Mateo Colección de Familia Vendimia|2020|Rioja|D. Mateos|Tinto de Rioja|Tempranillo, Graciano, Garnacha|20.99|3.549316|3.9724326|1.6737922|3.7330997|3368|4.2|white
Herència Altés Lo Grau de l'Inquisidor Collita 2019|Lo Grau de l'Inquisidor Collita|2019|Terra Alta|Herència Altés|Tinto|Grenache., Tempranillo|35.0|3.1970713|4.0541563|2.02749|3.288718|302|4.2|white
San Cobate San Cucufate Monasterio 2019|San Cucufate Monasterio|2019|Ribera del Duero|San Cobate|Tinto de Ribera del Duero|Tempranillo|42.5|3.2787752|3.6803534|2.4256654|3.1616607|298|4.2|white
Volver Cuvée Old Vines Unfiltered 2018|Cuvée Old Vines Unfiltered|2018|Jumilla|Volver|Tempranillo|Tempranillo|24.99|3.1795945|4.3392677|2.4528387|3.3850513|1343|4.3|white
Viña Santa Marina Torremayor 16 Meses en Barrica Tempranillo 2015|Torremayor 16 Meses en Barrica Tempranillo|2015|Ribera del Guadiana|Viña Santa Marina|Tempranillo|Tempranillo|13.15|2.506383|4.583085|1.4228723|3.6372693|289|4.2|white
Oxer Wines Ahari 2022|Ahari|2022|Rioja|Oxer Wines|Tinto de Rioja|Tempranillo, Graciano, Garnacha|37.7|3.6840346|3.757183|1.5857443|3.454133|287|4.2|white
Tomillar - Virgen de las Viñas Lienzo Premium Red Blend 2018|Lienzo Premium Red Blend|2018|Vino de España|Tomillar - Virgen de las Viñas|Tinto|Grenache., Tempranillo|14.9|3.1844907|3.679418|1.6973284|3.280603|286|4.2|white
Ordóñez Vatan Tinta de Toro 2020|Vatan Tinta de Toro|2020|Toro|Ordóñez|Tinto de Toro|Tempranillo|32.5|2.7237945|4.4371367|1.6816322|3.3882504|5106|4.3|white
Azpilicueta Félix Azpilicueta Colección Privada 2019|Félix Azpilicueta Colección Privada|2019|Rioja|Azpilicueta|Tinto de Rioja|Tempranillo, Graciano, Garnacha|20.67|3.551972|3.8404012|1.6854693|3.7431474|2059|4.1|white
Abadal 3.9 2019|3.9|2019|Pla de Bages|Abadal|Tinto|Grenache., Tempranillo|25.64|3.0841765|3.9416733|1.865779|3.1111996|4733|4.1|white
Bodegas Aragonesas Fagus de Coto de Hayas Garnacha 2020|Fagus de Coto de Hayas Garnacha|2020|Aragón|Bodegas Aragonesas|Grenache.|Grenache.|19.78|3.1080391|4.757253|1.875563|2.885436|5564|4.2|white
Izadi El Regalo 2018|El Regalo|2018|Rioja|Izadi|Tinto de Rioja|Tempranillo, Graciano, Garnacha|32.9|3.715961|3.8594346|1.6880295|3.8857708|4222|4.1|white
Juvé & Camps Pagos de Anguix Barrueco 2018|Pagos de Anguix Barrueco|2018|Ribera del Duero|Juvé & Camps|Tinto de Ribera del Duero|Tempranillo|28.5|3.2062397|3.959353|2.0489035|3.2750773|703|4.2|white
Nuntium Martín & Pons 2021|Martín & Pons|2021|Ribera del Duero|Nuntium|Tinto de Ribera del Duero|Tempranillo|19.5|3.4771624|3.7088566|1.9822176|3.6763914|250|4.2|white
Torre de Oña Finca Martelo 2019|Finca Martelo|2019|Rioja|Torre de Oña|Tinto de Rioja|Tempranillo, Graciano, Garnacha|23.51|3.6209314|3.7882218|1.7659949|3.7128057|6552|4.2|white
Pago Los Balancines Barbas de gata 2019|Barbas de gata|2019|Extremadura|Pago Los Balancines|Grenache.|Grenache.|30.78|3.3608983|4.291437|1.2773653|2.9541318|249|4.2|white
Enate Syrah (Shiraz) 2016|Syrah (Shiraz)|2016|Somontano|Enate|Syrah|Shiraz/Syrah|23.6|3.1008296|3.9434054|1.8964512|3.567775|1950|4.1|white
Guimaro Finca Pombeiras 2021|Finca Pombeiras|2021|Ribeira Sacra|Guimaro|Mencía|Mencía|49.5|3.8152633|3.1373482|1.4796761|3.1728947|243|4.2|white
Casa Gran del Siurana Priorat Cruor 2019|Priorat Cruor|2019|Priorato|Casa Gran del Siurana|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|21.5|3.4393833|4.6224647|1.7918777|3.3107436|4832|4.1|white
Bodega y Viñedos Maires Ademán Valdecarretas Selección Especial 2019|Ademán Valdecarretas Selección Especial|2019|Toro|Bodega y Viñedos Maires|Tinto de Toro|Tempranillo|21.9|3.1752744|4.2980804|2.071118|3.0766244|241|4.2|white
Viña Pomal Vinos Singulares Graciano 2019|Vinos Singulares Graciano|2019|Rioja|Viña Pomal|Tinto de Rioja|Tempranillo, Graciano, Garnacha|29.2|4.0311813|3.9228241|1.4300288|3.908948|240|4.2|white
Viña Pomal Vinos Singulares Graciano 2020|Vinos Singulares Graciano|2020|Rioja|Viña Pomal|Tinto de Rioja|Tempranillo, Graciano, Garnacha|25.39|4.0311813|3.9228241|1.4300288|3.908948|240|4.2|white
Valderiz Tinto 2020|Tinto|2020|Ribera del Duero|Valderiz|Tinto de Ribera del Duero|Tempranillo|19.75|3.779434|4.022618|1.7152052|3.6416728|6960|4.1|white
Gratavinum 2πR Priorat 2021|2πR Priorat|2021|Priorato|Gratavinum|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|24.86|3.496086|4.7567143|1.6583754|3.3950803|4710|4.1|white
Huerto de la Condesa Los Cipreses Grenache - Syrah 2021|Los Cipreses Grenache - Syrah|2021|Sierras de Málaga|Huerto de la Condesa|Blend del Ródano|Shiraz/Syrah, Grenache., Monastrell|18.9|3.5800002|3.9480832|1.6155591|3.119489|235|4.2|white
Viñas del Vero Gran Vos Reserva Somontano 2016|Gran Vos Reserva Somontano|2016|Somontano|Viñas del Vero|Tinto|Grenache., Tempranillo|19.29|3.1371346|3.9581401|1.970316|3.2477849|5567|3.9|white
El Mas de l'A Racorell 2021|Racorell|2021|Priorato|El Mas de l'A|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|19.94|3.719164|4.6562166|1.5759885|3.4284601|233|4.2|white
Jesus Madrazo Num. IV 2020|Num. IV|2020|Rioja|Jesus Madrazo|Tinto de Rioja|Tempranillo, Graciano, Garnacha|14.99|3.0549474|3.7699401|2.2607646|3.2227132|232|4.2|white
Habla No. 22 2016|No. 22|2016|Extremadura|Habla|Tempranillo|Tempranillo|29.65|2.9082959|4.2486176|1.538746|3.3030546|366|4.2|white
Bodegas Valduero Tierra Alta En 2 Maderas 2019|Tierra Alta En 2 Maderas|2019|Ribera del Duero|Bodegas Valduero|Tinto de Ribera del Duero|Tempranillo|24.95|3.6083562|3.8261628|1.7896746|3.6875076|3069|4.2|white
Bodegas Roda Roda Reserva Rioja 2020|Roda Reserva Rioja|2020|Rioja|Bodegas Roda|Tinto de Rioja|Tempranillo, Graciano, Garnacha|29.35|3.6990228|3.866918|1.7840728|3.77756|27800|4.2|white
Tinto Pesquera Crianza 2021|Crianza|2021|Ribera del Duero|Tinto Pesquera|Tinto de Ribera del Duero|Tempranillo|18.25|3.706257|3.9237716|1.7419555|3.557029|61634|4.0|white
Viña Pedrosa Reserva 2018|Reserva|2018|Ribera del Duero|Viña Pedrosa|Tinto de Ribera del Duero|Tempranillo|30.51|3.805981|3.9183931|1.8245001|3.6589699|5220|4.1|white
Viñedos de Páganos Calados de Puntido Tempranillo 2018|Calados de Puntido Tempranillo|2018|Rioja|Viñedos de Páganos|Tinto de Rioja|Tempranillo, Graciano, Garnacha|22.8|3.6265821|3.824671|2.150498|3.775793|2135|4.1|white
Heras Cordon Expresión Rioja 2016|Expresión Rioja|2016|Rioja|Heras Cordon|Tinto de Rioja|Tempranillo, Graciano, Garnacha|37.65|3.8597963|3.531537|1.7689444|4.037759|221|4.2|white
Bodega Sommos Colección Merlot 2019|Colección Merlot|2019|Somontano|Bodega Sommos|Merlot|Merlot|15.9|2.422452|3.8362048|1.7634115|2.5805755|2065|4.1|white
Losada Altos de Losada 2019|Altos de Losada|2019|Bierzo|Losada|Mencía|Mencía|36.97|3.8523254|3.6011739|1.8701717|2.9738631|5518|4.0|white
Baigorri Reserva Rioja Tempranillo 2016|Reserva Rioja Tempranillo|2016|Rioja|Baigorri|Tinto de Rioja|Tempranillo, Graciano, Garnacha|22.05|3.7750945|3.8905087|1.7292575|3.9508526|7070|4.0|white
Covitoro Arco del Reloj 2018|Arco del Reloj|2018|Toro|Covitoro|Tinto de Toro|Tempranillo|15.98|3.0154653|4.1992307|2.0034819|3.2887044|213|4.2|white
Arché Pagès Ull de Serp Finca La Closa - Carinyana 2019|Ull de Serp Finca La Closa - Carinyana|2019|Empordà|Arché Pagès|Tinto|Grenache., Tempranillo|28.5|3.206846|4.0244036|1.7742692|3.22325|213|4.2|white
Alto Horizonte Alto de la Cruz Garnacha 2021|Alto de la Cruz Garnacha|2021|Madrid|Alto Horizonte|Grenache.|Grenache.|28.5|3.4003491|4.438952|2.3525326|2.9944105|213|4.2|white
Merum Priorati Inici 2021|Inici|2021|Priorato|Merum Priorati|Tinto de Priorat|Shiraz/Syrah, Cabernet Sauvignon, Grenache., Carignan|23.0|3.332453|4.5633974|1.8537276|3.3034701|6292|4.1|white
Clos d'Agon Tinto 2018|Tinto|2018|Cataluña|Clos d'Agon|Tinto|Grenache., Tempranillo|48.6|3.0482934|4.0051827|1.8481103|2.9399493|3816|4.2|white
Castell d'Encus Quest 2016|Quest|2016|Costers del Segre|Castell d'Encus|Tinto|Grenache., Tempranillo|39.9|3.1985853|3.7322054|1.7588896|2.9813993|1793|4.2|white
Bodegas Bhilar Phincalali 2017|Phincalali|2017|Rioja|Bodegas Bhilar|Tinto de Rioja|Tempranillo, Graciano, Garnacha|44.9|3.8491402|3.9923|1.3010601|4.05926|202|4.2|white
Alto Moncayo Locos Por El Vino Barambán Edición Limitada Garnacha - Tempranillo 2020|Locos Por El Vino Barambán Edición Limitada Garnacha - Tempranillo|2020|Campo de Borja|Alto Moncayo|Tinto|Grenache., Tempranillo|16.5|3.081282|3.2810898|2.6958976|3.121987|226|4.1|white
Valdecuevas Álium 2021|Álium|2021|Castilla y León|Valdecuevas|Tempranillo|Tempranillo|16.2|2.8166666|4.450877|2.036842|3.9394736|198|4.2|white
