vintage_name|wine_name|year|region|bodega|varietal_name|grape_names|price|acidity|fizziness|intensity|sweetness|tannin|ratings_count|ratings_average|wine_ratings_count|wine_ratings_average
Pazo de Rubianes García Caamaño Albariño 2021|García Caamaño Albariño|2021|Rías Baixas|Pazo de Rubianes|Albariño|Albariño|29.95|3.6001437||2.2420323|1.7083453||287|4.2|287|4.2
Vulcano de Lanzarote Malvasía Volcánica Seco 2022|Malvasía Volcánica Seco|2022|Lanzarote|Vulcano de Lanzarote|White||27.95|4.1521416||2.35701|1.882406||273|4.2|2155|4.1
Pago de Vallegarcía Vallegarcia Viognier 2020|Vallegarcia Viognier|2020|Castilla|Pago de Vallegarcía|White||22.2|3.171743||3.4686236|1.6909633||270|4.2|2456|4.1
Gramona Gessamí 2023|Gessamí|2023|Penedès|Gramona|White||12.5|2.5864835||2.430824|2.3684614||270|4.2|13365|4.1
Matsu La Jefa 2020|La Jefa|2020|Toro|Matsu|White||24.25|2.7828252||3.0473542|1.5161883||262|4.2|1029|4.2
Enate Chardonnay Fermentado en Barrica 2022|Chardonnay Fermentado en Barrica|2022|Somontano|Enate|Chardonnay|Chardonnay|18.5|3.1135397||3.3608634|1.6049712||262|4.2|6781|4.2
Familia Torres Forcada 2021|Forcada|2021|Penedès|Familia Torres|White||40.95|3.7666667||2.9333334|1.1333333||254|4.2|254|4.2
Gorka Izagirre Ama 2021|Ama|2021|Bizkaiko Txakolina|Gorka Izagirre|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|32.8|5.0||3.0|1.0||252|4.2|252|4.2
Conreria d'Scala Dei Les Brugueres Blanc 2021|Les Brugueres Blanc|2021|Priorato|Conreria d'Scala Dei|Grenache Blanc|Grenache Blanc|37.99|3.2567701||3.1954916|2.216801||247|4.2|3334|4.1
Barco del Corneta La Sillería 2021|La Sillería|2021|Castilla y León|Barco del Corneta|Verdejo|Verdejo|33.9|3.3034961||2.5912406|1.8980827||242|4.2|242|4.2
Losada Godello 2022|Godello|2022|Bierzo|Losada|White||14.9|3.6902013||3.2967818|1.4329885||242|4.2|2057|4.1
José Pariente Verdejo Fermentado en Barrica 2021|Verdejo Fermentado en Barrica|2021|Rueda|José Pariente|Verdejo|Verdejo|19.35|3.3072853||2.839863|2.1844525||240|4.2|2632|4.1
Adega Familiar Eladio Piñeiro Frore de Carme 2017|Frore de Carme|2017|Rías Baixas|Adega Familiar Eladio Piñeiro|Albariño|Albariño|34.9|3.6612031||2.4863567|1.996988||217|4.2|1256|4.2
Cuatro Rayas Amador Diez Cuvée Verdejo 2018|Amador Diez Cuvée Verdejo|2018|Rueda|Cuatro Rayas|Verdejo|Verdejo|29.6|3.5578763||2.91879|1.9654568||205|4.2|205|4.2
Coto de Gomariz (María Álvarez Serrano) Gomariz 12 2023|Gomariz 12|2023|Ribeiro|Coto de Gomariz (María Álvarez Serrano)|White||12.8|3.2502563||3.0084615|3.2887182||201|4.2|201|4.2
Terras Gauda La Mar 2021|La Mar|2021|Rías Baixas|Terras Gauda|White||22.5|3.6829038||2.6606202|1.8133655||197|4.2|2437|4.2
El Borujo Los Loros Siete Lomas 2022|Los Loros Siete Lomas|2022|Valle de Güímar|El Borujo|White||24.55|4.4841175||2.3317647|2.4811764||195|4.2|195|4.2
Casar de Burbia Godello Barrica Edición Limitada 2022|Godello Barrica Edición Limitada|2022|Bierzo|Casar de Burbia|White||21.95|3.0||3.0|1.0||195|4.2|195|4.2
Sara Pérez y René Barbier Gratallops Partida Bellvisos Blanco 2018|Gratallops Partida Bellvisos Blanco|2018|Priorato|Sara Pérez y René Barbier|White||49.25|3.0||3.0|1.0||193|4.2|193|4.2
Olivier Rivière Trotamundos Bianco 2019|Trotamundos Bianco|2019|Rioja|Olivier Rivière|Blanco de Rioja|Viura|36.48|2.7682695||4.167885|2.0396154||186|4.2|186|4.2
Pago de Los Capellanes O Luar do Sil Vides de Córgomo 2022|O Luar do Sil Vides de Córgomo|2022|Valdeorras|Pago de Los Capellanes|Godello|Godello|35.94|4.0||3.0|1.0||175|4.2|175|4.2
Altavins Selecció Garnatxa Blanca 2019|Selecció Garnatxa Blanca|2019|Terra Alta|Altavins|Grenache Blanc|Grenache Blanc|32.5|2.7089553||3.422388|2.1582088||173|4.2|173|4.2
Edetària Finca La Terrenal 2020|Finca La Terrenal|2020|Terra Alta|Edetària|Grenache Blanc|Grenache Blanc|39.78|3.124706||3.2611766|2.1811767||168|4.2|168|4.2
Bodega Ribas Sioneta 2023|Sioneta|2023|Mallorca|Bodega Ribas|White||23.9|3.0||3.0|1.0||166|4.2|166|4.2
Bodega Ribas Sioneta 2019|Sioneta|2019|Mallorca|Bodega Ribas|White||18.8|3.0||3.0|1.0||166|4.2|166|4.2
Castell d'Encus Ekam Essència 2018|Ekam Essència|2018|Costers del Segre|Castell d'Encus|White||46.8|3.2112677||2.700845|1.7622535||162|4.2|555|4.2
Mas Oller Mar En Calma 2023|Mar En Calma|2023|Empordà|Mas Oller|White||20.0|2.8805063||2.7610128|1.5227848||162|4.2|162|4.2
Bodegas Martín Códax Finca Xieles Albariño 2022|Finca Xieles Albariño|2022|Rías Baixas|Bodegas Martín Códax|Albariño|Albariño|39.9|3.5534017||2.6051214|1.5981495||159|4.2|159|4.2
Casal de Armán Pepe Carrasca Edición Especial Limitada 2022|Pepe Carrasca Edición Especial Limitada|2022|Ribeiro|Casal de Armán|White||17.25|3.0||3.0|1.0||157|4.2|157|4.2
San Cobate Branco 2020|Branco|2020|Rueda|San Cobate|Verdejo|Verdejo|18.5|3.4101188||3.0397232|2.0729642||157|4.2|157|4.2
Nivarius Finca la Nevera 2017|Finca la Nevera|2017|Rioja|Nivarius|Blanco de Rioja|Viura|25.8|3.5823367||4.0394974|1.8447989||149|4.2|285|4.2
Castro Candaz La Vertical 2020|La Vertical|2020|Ribeira Sacra|Castro Candaz|Godello|Godello|21.9|3.3400002||3.85|1.1||147|4.2|300|4.2
Bodega Tamerán Verdello 2022|Verdello|2022|Gran Canaria|Bodega Tamerán|White||29.58|4.5||2.0|1.47||145|4.2|145|4.2
Cellers Grifoll Declara Gran Predicat Blanc 2019|Gran Predicat Blanc|2019|Priorato|Cellers Grifoll Declara|Grenache Blanc|Grenache Blanc|29.9|3.1328108||2.973027|2.5371892||144|4.2|144|4.2
Terras Gauda Terras Gauda O Rosal Etiqueta Negra (Black Label) 2021|Terras Gauda O Rosal Etiqueta Negra (Black Label)|2021|Rías Baixas|Terras Gauda|White||24.03|3.573751||2.8327706|2.1106617||142|4.2|1341|4.2
Dominio do Bibei Lapola 2021|Lapola|2021|Ribeira Sacra|Dominio do Bibei|White||23.29|3.595283||3.4667506|1.8151153||139|4.2|4104|4.1
José Pariente Verdejo Fermentado en Barrica 2022|Verdejo Fermentado en Barrica|2022|Rueda|José Pariente|Verdejo|Verdejo|17.85|3.3072853||2.839863|2.1844525||139|4.2|2632|4.1
Castell d'Encus Taleia 2019|Taleia|2019|Costers del Segre|Castell d'Encus|White||26.32|3.4042702||2.642591|1.596314||137|4.2|2152|4.0
Pepe Mendoza Casa Agrícola Velo Flor Ánfora 2021|Velo Flor Ánfora|2021|Alicante|Pepe Mendoza Casa Agrícola|White||14.52|3.0||3.0|1.4492158||133|4.2|133|4.2
Marqués de Riscal Barón de Chirel Verdejo Viñas Centenarias 2015|Barón de Chirel Verdejo Viñas Centenarias|2015|Castilla y León|Marqués de Riscal|Verdejo|Verdejo|40.85|3.301271||2.551592|2.1351955||131|4.2|807|4.2
Zifar Caballero Albillo Mayor 2021|Caballero Albillo Mayor|2021|Ribera del Duero|Zifar|White||19.36|3.2947288||3.372093|1.2684497||130|4.2|130|4.2
Familia Torres Fransola 2022|Fransola|2022|Penedès|Familia Torres|Sauvignon blanc|Sauvignon blanc|26.87|3.9148898||3.0304458|1.3263305||129|4.2|3520|4.0
Javier Sanz Viticultor Singular V Malcorta Verdejo 2022|Singular V Malcorta Verdejo|2022|Rueda|Javier Sanz Viticultor|Verdejo|Verdejo|19.49|3.2843704||2.5144854|2.1252642||128|4.2|1994|4.1
Quinta de Couselo Tradición Rosal 2015|Tradición Rosal|2015|Rías Baixas|Quinta de Couselo|Albariño|Albariño|26.74|3.6459615||2.611731|1.751154||126|4.2|151|4.2
Oxer Wines Marko Terlegiz 2021|Marko Terlegiz|2021|Bizkaiko Txakolina|Oxer Wines|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|46.1|4.8808274||2.6314285|1.9856391||125|4.2|205|4.3
Aalto Blanco de Parcela 2020|Blanco de Parcela|2020|Castilla y León|Aalto|Verdejo|Verdejo|47.9|3.447092||2.8572106|2.1542432||125|4.2|520|4.2
Attis Coribante 2019|Coribante|2019|Rías Baixas|Attis|White||31.5|3.0||3.0|1.0||123|4.2|123|4.2
Attis Coribante 2020|Coribante|2020|Rías Baixas|Attis|White||31.52|3.0||3.0|1.0||123|4.2|123|4.2
Bodegas Martín Códax O Con da Moura Godello 2021|O Con da Moura Godello|2021|Monterrei|Bodegas Martín Códax|Godello|Godello|28.0|3.8385715||3.1114285|1.2514286||122|4.2|122|4.2
Alonso & Pedrajo Suañé Blanco Reserva 2018|Suañé Blanco Reserva|2018|Rioja|Alonso & Pedrajo|Blanco de Rioja|Viura|25.12|3.3890054||4.265426|1.6251864||117|4.2|791|4.3
Rodríguez Sanzo Bajo Velo Verdejo 2021|Bajo Velo Verdejo|2021|Rueda|Rodríguez Sanzo|Verdejo|Verdejo|17.61|3.0295014||3.3709598|1.7752244||116|4.2|494|4.1
Cal Pla Mas d'en Compte Priorat White 2018|Mas d'en Compte Priorat White|2018|Priorato|Cal Pla|White||16.75|3.13965||3.7776368|1.538906||115|4.2|2817|4.1
Godeval Cepas Vellas Godello 2022|Cepas Vellas Godello|2022|Valdeorras|Godeval|Godello|Godello|20.6|4.05||3.1465573|1.7309835||115|4.2|2729|4.1
Pago de Vallegarcía Vallegarcia Viognier 2021|Vallegarcia Viognier|2021|Castilla|Pago de Vallegarcía|White||22.2|3.171743||3.4686236|1.6909633||114|4.2|2456|4.1
Aalto Blanco de Parcela 2021|Blanco de Parcela|2021|Castilla y León|Aalto|Verdejo|Verdejo|45.9|3.447092||2.8572106|2.1542432||110|4.2|520|4.2
Málaga Virgen Barón de Rivero Semi Dulce 2023|Barón de Rivero Semi Dulce|2023|Málaga|Málaga Virgen|White||5.25|3.0||3.163721|1.1902325||109|4.2|109|4.2
Bodega Tamerán Marmajuelo 2020|Marmajuelo|2020|Gran Canaria|Bodega Tamerán|White||29.6|4.3627725||2.2869306|1.9134655||107|4.2|225|4.2
Murua Murua Blanco Fermentado en Barrica 2020|Murua Blanco Fermentado en Barrica|2020|Rioja|Murua|Blanco de Rioja|Viura|17.95|3.1508977||4.3576384|2.0041084||106|4.2|1383|4.1
Telmo Rodriguez MR (Mountain Wine) 2021|MR (Mountain Wine)|2021|Málaga|Telmo Rodriguez|White||20.52|2.3161974||3.3225|2.3326056||99|4.2|2053|4.1
Castell d'Encus Ekam 2022|Ekam|2022|Costers del Segre|Castell d'Encus|White||25.8|3.48518||3.2297199|1.8361001||95|4.2|3912|4.1
Telmo Rodriguez Branco de Santa Cruz 2020|Branco de Santa Cruz|2020|Valdeorras|Telmo Rodriguez|White||31.25|3.2166667||3.2933335|1.7283332||91|4.2|1129|4.1
Siah Blanco 2021|Blanco|2021|Ribeiro|Siah|White||19.85|3.0||3.0|1.0||89|4.2|89|4.2
Viñedos Hermanos Hernáiz Finca La Emperatriz Viñedo Singular Blanco 2017|Finca La Emperatriz Viñedo Singular Blanco|2017|Rioja|Viñedos Hermanos Hernáiz|Blanco de Rioja|Viura|34.9|3.51||3.8520894|1.7151642||88|4.2|209|4.1
Selección Lucendo El Linze Chardonnay - Viognier Barrica 2023|El Linze Chardonnay - Viognier Barrica|2023|Castilla|Selección Lucendo|White||19.2|3.0||3.0|1.0||87|4.2|87|4.2
Sota els Àngels Blanco 2018|Blanco|2018|Empordà|Sota els Àngels|White||35.2|3.042549||3.0|1.0||83|4.2|83|4.2
Circe Blanco 2023|Blanco|2023|Rueda|Circe|Verdejo|Verdejo|9.85|3.2946744||2.333256|2.6466343||83|4.2|3515|4.0
Vinessens - Casa Balaguer El Carro de La Mata Moscatel Colección Origen 2021|El Carro de La Mata Moscatel Colección Origen|2021|Alicante|Vinessens - Casa Balaguer|White||18.48|3.2949996||3.1799998|1.1800001||83|4.2|285|3.9
Nivarius Valdesabril Viura 2020|Valdesabril Viura|2020|Rioja|Nivarius|Blanco de Rioja|Viura|43.3|3.165||4.4243746|2.1446874||80|4.2|80|4.2
Viñas del Vero Clarión Seleccion Somontano 2016|Clarión Seleccion Somontano|2016|Somontano|Viñas del Vero|White||21.63|3.1415505||3.6896124|1.4668218||79|4.2|1187|3.9
Terras Mancas Blanco 2022|Blanco|2022|Vino de España|Terras Mancas|White||10.9|2.7259092||2.4089775|1.84625||79|4.2|380|4.3
Valtravieso Albillo Mayor La Rosa Mayor 2019|Albillo Mayor La Rosa Mayor|2019|Ribera del Duero|Valtravieso|White||18.5|3.4476333||3.513077|1.7955621||78|4.2|78|4.2
Valtravieso Albillo Mayor La Rosa Mayor 2021|Albillo Mayor La Rosa Mayor|2021|Ribera del Duero|Valtravieso|White||19.5|3.4476333||3.513077|1.7955621||78|4.2|78|4.2
Mustiguillo Finca Calvestra Merseguera 2022|Finca Calvestra Merseguera|2022|Vino de España|Mustiguillo|White||18.75|3.1128914||3.165271|1.3082229||75|4.2|2105|4.1
Arzuaga Fan D.Oro 2022|Fan D.Oro|2022|Ribera del Duero|Arzuaga|Chardonnay|Chardonnay|13.0|3.2945662||3.196459|1.5817704||74|4.2|2233|3.9
Bodega Tamerán Verdello 2020|Verdello|2020|Gran Canaria|Bodega Tamerán|White||29.6|4.5||2.0|1.47||74|4.2|145|4.2
Bodegas Mauro Godello Blanco 2022|Godello Blanco|2022|Bierzo|Bodegas Mauro|White||42.89|3.6349998||2.735|1.5858334||72|4.2|1678|4.2
Algueira Anadelia 2020|Anadelia|2020|Ribeira Sacra|Algueira|White||37.75|2.8||3.3|1.2||71|4.2|72|4.2
Mas d'en Gil Coma Calcari Blanc 2021|Coma Calcari Blanc|2021|Priorato|Mas d'en Gil|Grenache Blanc|Grenache Blanc|28.0|3.0||3.4466667|2.12||71|4.2|71|4.2
Pago de Cirsus Fermentado en Barrica Chardonnay (Oak Aged) 2022|Fermentado en Barrica Chardonnay (Oak Aged)|2022|Navarra|Pago de Cirsus|Chardonnay|Chardonnay|12.81|3.1491802||3.264481|1.4271449||69|4.2|1597|4.0
Bodega Campo Eliseo Campo Eliseo Blanco 2017|Campo Eliseo Blanco|2017|Rueda|Bodega Campo Eliseo|Verdejo|Verdejo|43.05|3.3148446||2.7488446|2.1853778||68|4.2|370|4.2
Bodegas Ximénez-Spínola Varietal Fermentacion Lenta 2021|Varietal Fermentacion Lenta|2021|Jerez-Xérès-Sherry|Bodegas Ximénez-Spínola|White||31.91|3.3830662||4.0648093|2.8162594||67|4.2|1368|4.1
Vins Extrems Clos Es Vent Macabeu 2022|Clos Es Vent Macabeu|2022|Empordà|Vins Extrems|White||19.75|3.0||3.0|1.0||66|4.2|66|4.2
Zárate Tras da Viña Albariño 2020|Tras da Viña Albariño|2020|Rías Baixas|Zárate|Albariño|Albariño|40.3|3.7414415||2.1673691|1.7383797||66|4.2|1264|4.1
Bodegas San Román Malvasia 2020|Malvasia|2020|Castilla|Bodegas San Román|White||36.42|2.2010205||3.0|1.2012244||65|4.2|342|4.2
Pedralonga Albariño Pedralonga 2022|Albariño Pedralonga|2022|Rías Baixas|Pedralonga|Albariño|Albariño|20.63|3.6344054||1.72674|1.6584363||64|4.2|1575|4.0
Telmo Rodriguez MR (Mountain Wine) 2022|MR (Mountain Wine)|2022|Málaga|Telmo Rodriguez|White||19.23|2.3161974||3.3225|2.3326056||63|4.2|2053|4.1
Tomás Postigo Fermentado En Barrica Blanco 2020|Fermentado En Barrica Blanco|2020|Castilla y León|Tomás Postigo|Verdejo|Verdejo|27.9|3.2316005||2.8463092|2.3458624||63|4.2|1957|4.2
Acios da Xesteirina Albariño 2021|Albariño|2021|Rías Baixas|Acios da Xesteirina|Albariño|Albariño|29.5|3.922093||2.3876278|1.5803721||62|4.2|130|4.1
Juan Gil Blanco 2023|Blanco|2023|Jumilla|Juan Gil|White||7.25|3.313818||3.3283865|1.9048182||62|4.2|1038|4.1
Albamar Finca O Pereiro Albariño 2022|Finca O Pereiro Albariño|2022|Rías Baixas|Albamar|Albariño|Albariño|36.9|3.8030365||2.0920858|1.5839341||60|4.2|764|4.1
Mar de Frades Finca Valiñas 2018|Finca Valiñas|2018|Rías Baixas|Mar de Frades|Albariño|Albariño|31.9|3.7232082||1.8825656|1.474119||60|4.2|1624|4.1
Gorka Izagirre Ama 2019|Ama|2019|Bizkaiko Txakolina|Gorka Izagirre|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|34.5|5.0||3.0|1.0||60|4.2|252|4.2
Valtravieso Panzas Verdejo 2022|Panzas Verdejo|2022|Rueda|Valtravieso|Verdejo|Verdejo|9.95|3.0||2.3756626|2.3756626||59|4.2|59|4.2
Bodegas Vilano La Baraja Godello 2022|La Baraja Godello|2022|Valdeorras|Bodegas Vilano|Godello|Godello|21.8|4.0||3.086087|1.0182608||58|4.2|346|4.1
Clos Lentiscus Love Potion 2021|Love Potion|2021|Penedès|Clos Lentiscus|White||25.3|3.0||3.0|1.0||57|4.2|57|4.2
Suertes del Marqués Vidonia 2022|Vidonia|2022|Valle de la Orotava|Suertes del Marqués|White||35.9|4.4729657||2.3402708|1.8709775||57|4.2|2092|4.1
Rafael Palacios Louro Godello 2023|Louro Godello|2023|Valdeorras|Rafael Palacios|Godello|Godello|18.89|3.908923||3.0613334|1.1146667||55|4.2|15503|4.1
Pago de Los Capellanes O Luar do Sil Vides de Córgomo 2021|O Luar do Sil Vides de Córgomo|2021|Valdeorras|Pago de Los Capellanes|Godello|Godello|38.9|4.0||3.0|1.0||54|4.2|175|4.2
Vins Pepe Raventós Xarel-lo del Noguer 2021|Xarel-lo del Noguer|2021|Penedès|Vins Pepe Raventós|White||31.0|3.0895522||3.0|1.129403||53|4.2|381|4.1
Pazo Baión Vides de Fontán 2018|Vides de Fontán|2018|Vino de España|Pazo Baión|Albariño|Albariño|24.9|3.5697143||1.4905714|2.109857||53|4.2|186|4.2
Bodega Tamerán Malvasia Volcanica 2022|Malvasia Volcanica|2022|Gran Canaria|Bodega Tamerán|White||29.68|4.4136896||2.5501604|1.7722994||52|4.2|279|4.3
Tomàs Cusiné Finca La Serra del Vent 2021|Finca La Serra del Vent|2021|Costers del Segre|Tomàs Cusiné|Chardonnay|Chardonnay|28.0|2.8270833||2.9666667|2.1822684||51|4.2|51|4.2
Tomàs Cusiné Finca La Serra del Vent 2022|Finca La Serra del Vent|2022|Costers del Segre|Tomàs Cusiné|Chardonnay|Chardonnay|27.89|2.8270833||2.9666667|2.1822684||51|4.2|51|4.2
Bodega Aitaren Getariako Txakolina 2021|Getariako Txakolina|2021|Getariako Txakolina|Bodega Aitaren|Txakoli|Petit Manseng, Petit Courbu, Folle Blanche, Hondarrabi Zuri, Gros Manseng, Hondarrabi Beltza|27.5|3.32382||3.6231012|1.582382||51|4.2|387|4.1
Rodríguez de Vera Atalaque Moscatel 2017|Atalaque Moscatel|2017|Castilla|Rodríguez de Vera|White||26.24|3.0||3.0|1.0||50|4.2|50|4.2
Herència Altés La Serra Blanc 2019|La Serra Blanc|2019|Terra Alta|Herència Altés|Grenache Blanc|Grenache Blanc|27.5|3.311165||3.218893|2.4960194||50|4.2|620|4.1
Tomás Postigo Fermentado En Barrica Blanco 2021|Fermentado En Barrica Blanco|2021|Castilla y León|Tomás Postigo|Verdejo|Verdejo|27.5|3.2316005||2.8463092|2.3458624||49|4.2|1957|4.2
L'Enclòs de Peralba Les Camades Garnatxa Blanca 2019|Les Camades Garnatxa Blanca|2019|Cataluña|L'Enclòs de Peralba|Grenache Blanc|Grenache Blanc|21.99|3.05||3.0|2.57||49|4.2|159|4.2
Finca Montepedroso Enoteca Verdejo 2020|Enoteca Verdejo|2020|Rueda|Finca Montepedroso|Verdejo|Verdejo|28.5|3.18125||2.5700002|2.67875||48|4.2|48|4.2
Espelt Lledoner Roig Blanc de Roig 2019|Lledoner Roig Blanc de Roig|2019|Empordà|Espelt|White||36.9|3.2435088||3.3984213|1.2038597||47|4.2|247|4.0
Gramona Savinat Sauvignon Blanc 2021|Savinat Sauvignon Blanc|2021|Penedès|Gramona|Sauvignon blanc|Sauvignon blanc|20.9|3.7959604||3.1088178|1.2586206||46|4.2|507|4.1
Anima Mundi Xarel-lo 2021|Xarel-lo|2021|Penedès|Anima Mundi|White||19.74|3.0||3.0|1.0||45|4.2|315|4.1
Paco & Lola Vintage Albariño 2018|Vintage Albariño|2018|Rías Baixas|Paco & Lola|Albariño|Albariño|26.64|3.4957418||2.3625937|1.8219165||45|4.2|887|4.2
Raúl Pérez Ultreia La Claudina 2019|Ultreia La Claudina|2019|Bierzo|Raúl Pérez|White||39.4|3.7525||3.6024997|1.1||45|4.2|570|4.1
R. López de Heredia Viña Gravonia 2016|Viña Gravonia|2016|Rioja Alta|R. López de Heredia|Blanco de Rioja|Viura|44.5|3.257773||4.3538647|2.0030189||44|4.2|9637|4.2
Bodega Tamerán Marmajuelo 2021|Marmajuelo|2021|Gran Canaria|Bodega Tamerán|White||35.64|4.3627725||2.2869306|1.9134655||44|4.2|225|4.2
Vinos Sanz Finca La Colina Sauvignon Blanc 2023|Finca La Colina Sauvignon Blanc|2023|Rueda|Vinos Sanz|Sauvignon blanc|Sauvignon blanc|15.6|4.047535||3.0472775|1.3279765||43|4.2|3460|4.2
Mustiguillo Finca Calvestra Merseguera 2012|Finca Calvestra Merseguera|2012|Vino de España|Mustiguillo|White||31.98|3.1128914||3.165271|1.3082229||43|4.2|2105|4.1
Yllera Meraldis Vinificación Integral Verdejo 2020|Meraldis Vinificación Integral Verdejo|2020|Rueda|Yllera|Verdejo|Verdejo|21.8|3.372854||2.76061|1.94||43|4.2|385|4.2
Pazo de Rubianes García Caamaño Albariño 2019|García Caamaño Albariño|2019|Rías Baixas|Pazo de Rubianes|Albariño|Albariño|23.9|3.6001437||2.2420323|1.7083453||42|4.2|287|4.2
Bodega Ca'n Verdura Ca Ses Rosetes Giró Ros 2022|Ca Ses Rosetes Giró Ros|2022|Mallorca|Bodega Ca'n Verdura|White||20.95|3.0||3.0|1.0||42|4.2|217|4.2
Telmo Rodriguez Molino Real 2013|Molino Real|2013|Málaga|Telmo Rodriguez|White||41.5|2.35||3.0666666|3.0||42|4.2|829|4.3
Viñedos y Bodegas Muñoz Blas Muñoz Chardonnay 2023|Blas Muñoz Chardonnay|2023|Castilla|Viñedos y Bodegas Muñoz|Chardonnay|Chardonnay|12.45|3.2169237||3.4211917|2.0002534||40|4.2|4862|4.2
Bodegas Martín Códax Arousa 2021|Arousa|2021|Vino de España|Bodegas Martín Códax|Albariño|Albariño|23.95|3.6730683||2.310331|2.1793306||39|4.2|656|4.2
Pla de Morei Riu de Gost Incrocio Manzoni 2019|Riu de Gost Incrocio Manzoni|2019|Cataluña|Pla de Morei|White||29.5|3.0||3.0|1.0||39|4.2|39|4.2
L'Olivera Missenyora 2021|Missenyora|2021|Costers del Segre|L'Olivera|White||12.58|3.009187||2.9610572|1.6241463||38|4.2|1030|4.1
Pago de Los Capellanes O Luar do Sil Vides de Córgomo 2020|O Luar do Sil Vides de Córgomo|2020|Valdeorras|Pago de Los Capellanes|Godello|Godello|39.5|4.0||3.0|1.0||38|4.2|175|4.2
Tres Pilares Mónica Fernández Oxidativa 2017|Mónica Fernández Oxidativa|2017|Castilla y León|Tres Pilares|Verdejo|Verdejo|33.35|3.1883783||3.2940543|1.5513514||38|4.2|38|4.2
Bernavi Coster de la Devea 2018|Coster de la Devea|2018|Terra Alta|Bernavi|White||28.34|3.0||3.0|1.0||37|4.2|37|4.2
Bosque de Matasnos Petit Blanco de Matasnos 2021|Petit Blanco de Matasnos|2021|Castilla y León|Bosque de Matasnos|White||19.2|2.895082||3.0|1.2206557||37|4.2|382|4.1
Huguet de Can Feixes Blanc Tradició 2021|Blanc Tradició|2021|Penedès|Huguet de Can Feixes|White||12.92|3.3849998||3.425|1.1||35|4.2|361|3.8
Bodega Marañones Piesdescalzos Albillo 2020|Piesdescalzos Albillo|2020|Madrid|Bodega Marañones|White||29.3|3.2085104||3.1574466|1.1574467||33|4.2|442|4.0
La Val Albariño Sobre Lías 2016|Albariño Sobre Lías|2016|Rías Baixas|La Val|Albariño|Albariño|34.7|3.463114||2.4945657|1.7832934||33|4.2|356|4.3
Adega Familiar Eladio Piñeiro Envidiacochina (Tête de Cuvée) 2022|Envidiacochina (Tête de Cuvée)|2022|Rías Baixas|Adega Familiar Eladio Piñeiro|Albariño|Albariño|32.5|3.6576288||1.82694|1.7954443||33|4.2|4466|4.1
César Márquez La Salvación Godello 2022|La Salvación Godello|2022|Bierzo|César Márquez|White||22.93|3.2383635||3.3021817|1.0270909||32|4.2|471|4.1
Fento Pedraneira Albariño 2022|Pedraneira Albariño|2022|Rías Baixas|Fento|Albariño|Albariño|22.0|3.5772882||1.9255931|1.0758758||32|4.2|403|4.1
Pujanza S.J. Anteportalatina 2020|S.J. Anteportalatina|2020|Rioja|Pujanza|Blanco de Rioja|Viura|47.9|3.0400941||4.433756|2.033803||32|4.2|234|4.1
Losada Altos de Losada Godello 2019|Altos de Losada Godello|2019|Bierzo|Losada|White||22.86|3.3300002||3.4833333|1.2633334||32|4.2|120|4.2
Alta Alella Lanius 2021|Lanius|2021|Alella|Alta Alella|Chardonnay|Chardonnay|22.83|3.2160256||3.124513|1.2203077||32|4.2|577|4.1
Vinos al Margen Kalifo 2020|Kalifo|2020|Castilla y León|Vinos al Margen|Verdejo|Verdejo|23.0|3.0||2.0|2.0||31|4.2|31|4.2
Jorge Piernas Soldados de Cuera Macabeo 2021|Soldados de Cuera Macabeo|2021|Murcia|Jorge Piernas|White||26.51|3.0||3.0|1.0||31|4.2|31|4.2
Zárate Tras da Viña Albariño 2021|Tras da Viña Albariño|2021|Rías Baixas|Zárate|Albariño|Albariño|39.91|3.7414415||2.1673691|1.7383797||31|4.2|1264|4.1
Pepe Mendoza Casa Agrícola Moscatel Rare 2019|Moscatel Rare|2019|Alicante|Pepe Mendoza Casa Agrícola|White||27.23|3.485||3.3400002|2.74||30|4.2|30|4.2
Bodega Tamerán Verdello 2021|Verdello|2021|Gran Canaria|Bodega Tamerán|White||44.59|4.5||2.0|1.47||30|4.2|145|4.2
Pazo Baión Gran a Gran 2017|Gran a Gran|2017|Rías Baixas|Pazo Baión|Albariño|Albariño|26.5|3.5||1.1348717|2.3758974||28|4.2|112|4.3
Bodegas Vallobera Pensando En Ti Garnacha Blanca 2021|Pensando En Ti Garnacha Blanca|2021|Rioja|Bodegas Vallobera|Blanco de Rioja|Viura|43.25|3.1399999||3.6866667|2.6133335||28|4.2|28|4.2
Finca Valpiedra Rioja Blanco Reserva 2017|Rioja Blanco Reserva|2017|Rioja|Finca Valpiedra|Blanco de Rioja|Viura|43.5|3.0963855||4.5|1.7249397||28|4.2|28|4.2
