vintage_name|wine_name|year|region|bodega|varietal_name|grape_varieties|price|acidity|intensity|sweetness|tannin|wine_ratings_count|wine_ratings_average|red/white|grape_count|communidad
Celler de Capçanes Flor de Primavera Peraj Ha'abib 2022|Flor de Primavera Peraj Ha'abib|2022|Montsant|Celler de Capçanes|Montsant Red|Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha|28.41|3.4935257|4.281693|1.8789167|3.2416723|2084|4.1|r|4|Catalunya
Son Prim Cabernet Sauvignon 2022|Cabernet Sauvignon|2022|Mallorca|Son Prim|Cabernet Sauvignon|Cabernet Sauvignon|19.95|3.405774|4.7088947|1.6476014|3.6411426|1955|4.1|r|1|Baleares
Pittacum Aurea 2019|Aurea|2019|Bierzo|Pittacum|Mencia|Mencia|29.3|3.69278|3.7823808|1.7980603|3.0823963|1952|4.1|r|1|Castilla y Leon
Enate Syrah (Shiraz) 2021|Syrah (Shiraz)|2021|Somontano|Enate|Syrah|Shiraz/Syrah|20.68|3.1008296|3.9434054|1.8964512|3.567775|1950|4.1|r|1|Aragon
Viña Pomal Terruño Centenario Reserva 2014|Terruño Centenario Reserva|2014|Rioja|Viña Pomal|Rioja Red|Tempranillo, Graciano, Garnacha|16.9|3.6158962|3.7411475|1.8646028|3.6083724|10432|3.9|r|3|La Rioja
Cal Pla Mas d'En Compte Tinto 2017|Mas d'En Compte Tinto|2017|Priorat|Cal Pla|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|17.9|3.385165|4.693111|1.7706343|3.220009|1857|4.1|r|4|Catalunya
Enrique Mendoza Las Quebradas Monastrell 2020|Las Quebradas Monastrell|2020|Alicante|Enrique Mendoza|Monastrell|Mourvedre|20.51|3.538388|3.5791905|1.8170749|4.211911|1855|4.1|r|1|Valencia
Dominio do Bibei Lalama 2019|Lalama|2019|Ribeira Sacra|Dominio do Bibei|Mencia|Mencia|20.06|3.5712678|3.5157745|1.6855851|2.9157746|16123|4.0|r|1|Galicia
Tobelos Tahon de Tobelos Reserva 2016|Tahon de Tobelos Reserva|2016|Rioja|Tobelos|Rioja Red|Tempranillo, Graciano, Garnacha|18.9|3.5699384|3.8412182|1.6804436|3.6655734|1817|4.1|r|3|La Rioja
Carmelo Rodero 9 Meses Tinto 2021|9 Meses Tinto|2021|Ribera del Duero|Carmelo Rodero|Ribera Del Duero Red|Tempranillo|28.42|3.5426443|3.736028|2.0492244|3.3322706|19495|3.9|r|1|Castilla y Leon
R. López de Heredia Viña Cubillo 2014|Viña Cubillo|2014|Rioja Alta|R. López de Heredia|Rioja Red|Tempranillo, Graciano, Garnacha|15.5|3.880729|3.747704|1.5314586|3.7697678|21565|4.0|r|3|La Rioja
Dominio do Bibei Lacima 2020|Lacima|2020|Ribeira Sacra|Dominio do Bibei|Mencia|Mencia|39.3|3.585966|3.2975528|1.5624278|2.9745624|1787|4.1|r|1|Galicia
Castro Ventosa Valtuille Cepas Centenarias 2021|Valtuille Cepas Centenarias|2021|Bierzo|Castro Ventosa|Mencia|Mencia|41.5|3.9623656|3.4875014|1.7261724|3.1606362|1736|4.1|r|1|Castilla y Leon
Atalaya La Atalaya del Camino 2020|La Atalaya del Camino|2020|Almansa|Atalaya|Red|Grenache, Tempranillo|14.7|3.0587146|4.1940045|2.160834|3.216869|17695|4.1|r|2|Murcia
Bodegas La Horra Corimbo 2016|Corimbo|2016|Ribera del Duero|Bodegas La Horra|Ribera Del Duero Red|Tempranillo|17.75|3.681407|3.9162352|1.7136768|3.5738587|13053|4.0|r|1|Castilla y Leon
Viña Pedrosa Crianza Ribera del Duero 2018|Crianza Ribera del Duero|2018|Ribera del Duero|Viña Pedrosa|Ribera Del Duero Red|Tempranillo|20.5|3.7073338|3.8960443|1.7325321|3.610798|21543|4.0|r|1|Castilla y Leon
Pinord +7 2020|+7|2020|Priorat|Pinord|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|22.2|3.5018365|4.7392516|1.9755296|3.4078035|1690|4.1|r|4|Catalunya
Protos Crianza 2017|Crianza|2017|Ribera del Duero|Protos|Ribera Del Duero Red|Tempranillo|17.85|3.6677961|3.9222615|1.7880645|3.5332725|36246|3.9|r|1|Castilla y Leon
Bodegas Valduero Tierra Alta En 2 Maderas 2018|Tierra Alta En 2 Maderas|2018|Ribera del Duero|Bodegas Valduero|Ribera Del Duero Red|Tempranillo|24.9|3.6083562|3.8261628|1.7896746|3.6875076|3061|4.2|r|1|Castilla y Leon
Bodega Sommos Premium 2019|Premium|2019|Somontano|Bodega Sommos|Syrah|Shiraz/Syrah|28.99|2.9777687|4.0668125|2.258275|3.1784687|1540|4.1|r|1|Aragon
Clos Mogador Com Tu 2020|Com Tu|2020|Montsant|Clos Mogador|Montsant Red|Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha|35.5|3.3720295|4.299111|1.8713396|3.1025612|1515|4.1|r|4|Catalunya
Baron de Ley Finca Monasterio Rioja 2019|Finca Monasterio Rioja|2019|Rioja|Baron de Ley|Rioja Red|Tempranillo, Graciano, Garnacha|20.05|3.7047856|3.8957405|1.7153329|3.6884446|65565|4.1|r|3|La Rioja
Cune (CVNE) Gran Reserva 2017|Gran Reserva|2017|Rioja|Cune (CVNE)|Rioja Red|Tempranillo, Graciano, Garnacha|18.1|3.6914747|3.866695|1.595481|3.6433604|23026|4.0|r|3|La Rioja
Carlos Moro CM Tinto 2019|CM Tinto|2019|Rioja|Carlos Moro|Rioja Red|Tempranillo, Graciano, Garnacha|18.65|3.0654767|3.976674|1.5561267|3.697324|1403|4.1|r|3|La Rioja
Museum Reserva 2019|Reserva|2019|Cigales|Museum|Tempranillo|Tempranillo|13.13|2.883128|4.155488|1.6548247|3.3199632|22556|4.0|r|1|Castilla y Leon
Ànima Negra AN/2 2019|AN/2|2019|Mallorca|Ànima Negra|Red|Grenache, Tempranillo|18.2|3.017466|3.6825979|1.7156897|2.7789013|23949|4.0|r|2|Baleares
Lynus Origen Tinto 2020|Origen Tinto|2020|Ribera del Duero|Lynus|Ribera Del Duero Red|Tempranillo|18.69|3.6063921|3.8802474|1.7577804|3.4610527|1329|4.1|r|1|Castilla y Leon
El Vínculo Paraje La Golosa Gran Reserva 2017|Paraje La Golosa Gran Reserva|2017|Ciudad Real|El Vínculo|Tempranillo|Tempranillo|33.0|2.6365266|4.3211756|1.8875878|3.6257026|1326|4.1|r|1|Castilla La Mancha
Bodegas Olarra Cerro Añon Reserva Rioja 2018|Cerro Añon Reserva Rioja|2018|Rioja|Bodegas Olarra|Rioja Red|Tempranillo, Graciano, Garnacha|12.75|3.7411616|3.9599693|1.5862825|3.7475257|14340|4.0|r|3|La Rioja
R. López de Heredia Viña Cubillo 2015|Viña Cubillo|2015|Rioja Alta|R. López de Heredia|Rioja Red|Tempranillo, Graciano, Garnacha|18.0|3.880729|3.747704|1.5314586|3.7697678|21565|4.0|r|3|La Rioja
Les Cousins Marc & Adrià Sagesse 2021|Sagesse|2021|Priorat|Les Cousins Marc & Adrià|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|24.87|3.280611|4.5219254|1.9878203|3.42761|1312|4.1|r|4|Catalunya
Valtravieso Vendimia Seleccionada VT 2019|Vendimia Seleccionada VT|2019|Ribera del Duero|Valtravieso|Ribera Del Duero Red|Tempranillo|32.5|3.5339518|3.8897836|2.0402298|3.3159075|1308|4.1|r|1|Castilla y Leon
Celler de Capçanes Cabrida Old Vines Garnacha 1999|Cabrida Old Vines Garnacha|1999|Montsant|Celler de Capçanes|Montsant Red|Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha|35.0|3.313805|4.099538|1.7767829|3.3224223|1249|4.1|r|4|Catalunya
Casa Rojo Tintafina 2019|Tintafina|2019|Murcia|Casa Rojo|Ribera Del Duero Red|Tempranillo|46.5|3.782535|4.0307846|1.6289265|3.7917917|1518|4.1|r|1|Murcia
Lan Reserva Rioja 2017|Reserva Rioja|2017|Rioja|Lan|Rioja Red|Tempranillo, Graciano, Garnacha|13.19|3.689661|3.8429425|1.6054567|3.688791|32618|3.9|r|3|La Rioja
Bodega Contador (Benjamín Romeo) Predicador Rioja 2018|Predicador Rioja|2018|Rioja|Bodega Contador (Benjamín Romeo)|Rioja Red|Tempranillo, Graciano, Garnacha|25.9|3.6711516|3.9088657|1.8140953|3.79384|14191|4.0|r|3|La Rioja
Tridente Prieto Picudo 2019|Prieto Picudo|2019|Castilla y León|Tridente|Red|Grenache, Tempranillo|23.35|2.9932244|4.107589|2.1067755|3.148332|1202|4.1|r|2|Castilla y Leon
Protos Reserva 5 Año 2016|Reserva 5 Año|2016|Ribera del Duero|Protos|Ribera Del Duero Red|Tempranillo|25.94|3.7551632|3.9993954|1.6843966|3.611133|24791|4.2|r|1|Castilla y Leon
Arzuaga Laderas del Norte 2022|Laderas del Norte|2022|Valladolid|Arzuaga|Ribera Del Duero Red|Tempranillo|18.0|3.7334113|3.753583|1.772222|3.375348|1189|4.1|r|1|Castilla y Leon
Álvaro Palacios Camins del Priorat 2022|Camins del Priorat|2022|Priorat|Álvaro Palacios|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|23.75|3.448997|4.635816|1.6695743|3.2116947|40671|4.0|r|4|Catalunya
Carlos Moro CM Prestigio 2015|CM Prestigio|2015|Rioja|Carlos Moro|Rioja Red|Tempranillo, Graciano, Garnacha|25.2|3.5983114|3.8667347|2.0081728|3.7975767|1628|4.1|r|3|La Rioja
Pago de Los Capellanes Joven Roble Tinto 2022|Joven Roble Tinto|2022|Ribera del Duero|Pago de Los Capellanes|Ribera Del Duero Red|Tempranillo|15.5|3.6800065|3.722363|1.807091|3.4286697|37093|4.0|r|1|Castilla y Leon
Bodegas Faustino I Gran Reserva 2012|I Gran Reserva|2012|Rioja|Bodegas Faustino|Rioja Red|Tempranillo, Graciano, Garnacha|32.89|3.6833596|3.778248|1.6304029|3.6209786|93457|4.1|r|3|La Rioja
Borsao Bodegas Zarihs Syrah 2018|Zarihs Syrah|2018|Campo de Borja|Borsao Bodegas|Syrah|Shiraz/Syrah|27.5|3.037576|4.0757318|1.9095746|3.557192|10074|4.1|r|1|Aragon
Ramón Bilbao Reserva Original 2018|Reserva Original|2018|Rioja|Ramón Bilbao|Rioja Red|Tempranillo, Graciano, Garnacha|19.9|3.1853385|4.23737|1.5272912|3.778104|1130|4.1|r|3|La Rioja
Pradorey Finca Valdelayegua Crianza 2019|Finca Valdelayegua Crianza|2019|Ribera del Duero|Pradorey|Ribera Del Duero Red|Tempranillo|26.1|3.6704655|3.8663425|1.761403|3.5420852|10690|3.9|r|1|Castilla y Leon
Sonsierra Perfume de Sonsierra 2016|Perfume de Sonsierra|2016|Rioja Alta|Sonsierra|Rioja Red|Tempranillo, Graciano, Garnacha|27.9|3.534633|4.017838|1.9683355|3.758187|1105|4.1|r|3|La Rioja
Bodega Otazu Señorío de Otazu 2021|Señorío de Otazu|2021|Otazu|Bodega Otazu|Red|Grenache, Tempranillo|18.51|3.2022552|3.9251049|1.6962237|2.9886274|1075|4.1|r|2|Navarra
Oller del Mas Arnau Oller Selecció de la Familia 2019|Arnau Oller Selecció de la Familia|2019|Pla de Bages|Oller del Mas|Merlot|Merlot|35.95|2.8493683|3.8307118|1.7174146|2.868395|1060|4.1|r|1|Catalunya
Conde de San Cristobal Ribera del Duero 2020|Ribera del Duero|2020|Ribera del Duero|Conde de San Cristobal|Ribera Del Duero Red|Tempranillo|17.5|3.478867|3.858509|1.8000879|3.3392086|14543|3.9|r|1|Castilla y Leon
Cepa 21 Ribera del Duero Tinto 2020|Ribera del Duero Tinto|2020|Ribera del Duero|Cepa 21|Ribera Del Duero Red|Tempranillo|19.58|3.725653|3.8643494|1.8395989|3.569826|20484|4.0|r|1|Castilla y Leon
Teso La Monja Almiréz 2019|Almiréz|2019|Toro|Teso La Monja|Toro Red|Tempranillo|20.09|2.7463295|4.360457|1.6903336|3.4334712|15223|4.0|r|1|Castilla y Leon
Cune (CVNE) Reserva Especial 2018|Reserva Especial|2018|Rioja|Cune (CVNE)|Rioja Red|Tempranillo, Graciano, Garnacha|27.1|3.5906475|3.872242|2.0296376|3.4390125|998|4.1|r|3|La Rioja
Tianna Negre Tinto 2022|Tinto|2022|Binissalem-Mallorca|Tianna Negre|Red|Grenache, Tempranillo|33.8|3.03194|3.8761857|1.9579943|3.1701217|984|4.1|r|2|Baleares
La Vicalanda Reserva 2016|Reserva|2016|Rioja|La Vicalanda|Rioja Red|Tempranillo, Graciano, Garnacha|25.63|3.6608326|3.877844|1.7667427|3.6670027|8903|4.0|r|3|La Rioja
Teso La Monja Almiréz 2020|Almiréz|2020|Toro|Teso La Monja|Toro Red|Tempranillo|18.0|2.7463295|4.360457|1.6903336|3.4334712|15223|4.0|r|1|Castilla y Leon
Telmo Rodriguez Pago La Jara 2018|Pago La Jara|2018|Toro|Telmo Rodriguez|Toro Red|Tempranillo|49.9|2.7305584|4.259632|1.7934443|3.6033168|970|4.1|r|1|Castilla y Leon
Ramón Bilbao Gran Reserva Rioja (Tempranillo) 2014|Gran Reserva Rioja (Tempranillo)|2014|Rioja|Ramón Bilbao|Rioja Red|Tempranillo, Graciano, Garnacha|29.75|3.7507243|3.9428482|1.6460788|3.6843722|12799|4.1|r|3|La Rioja
Bodega de Bardos Reserva 2018|Reserva|2018|Ribera del Duero|Bodega de Bardos|Ribera Del Duero Red|Tempranillo|19.7|3.5844133|3.9947946|1.6600534|3.6519663|7402|4.1|r|1|Castilla y Leon
Dominio de Cair Selección La Aguilera 2015|Selección La Aguilera|2015|Ribera del Duero|Dominio de Cair|Ribera Del Duero Red|Tempranillo|40.4|3.6167676|3.6924906|1.9465789|3.7991176|3020|4.2|r|1|Castilla y Leon
Ramón Bilbao Edición Limitada 2019|Edición Limitada|2019|Rioja|Ramón Bilbao|Rioja Red|Tempranillo, Graciano, Garnacha|15.75|3.7206933|3.8795903|1.5934043|3.752792|20984|4.0|r|3|La Rioja
Ramón Bilbao Rioja Reserva (Tempranillo) 2018|Rioja Reserva (Tempranillo)|2018|Rioja|Ramón Bilbao|Rioja Red|Tempranillo, Graciano, Garnacha|13.62|3.6623108|3.8811982|1.6964064|3.656383|28625|4.0|r|3|La Rioja
Ànima Negra AN/2 2021|AN/2|2021|Mallorca|Ànima Negra|Red|Grenache, Tempranillo|14.1|3.017466|3.6825979|1.7156897|2.7789013|23949|4.0|r|2|Baleares
Abel Mendoza Monge Selección Personal 2020|Selección Personal|2020|Rioja|Abel Mendoza Monge|Rioja Red|Tempranillo, Graciano, Garnacha|37.65|3.503091|3.6954355|1.6563485|3.6665509|853|4.1|r|3|La Rioja
Los Aguilares Pago El Espino 2018|Pago El Espino|2018|Sierras de Málaga|Los Aguilares|Red|Grenache, Tempranillo|42.91|3.149086|3.8102427|1.8617866|2.8726678|6784|4.1|r|2|Andalucia
Martinet Martinet Bru (Garnatxa - Syrah) 2020|Martinet Bru (Garnatxa - Syrah)|2020|Priorat|Martinet|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|27.95|3.4390388|4.6342354|1.7300644|3.2978725|12386|4.1|r|4|Catalunya
Artadi Viñas de Gain 2019|Viñas de Gain|2019|Álava|Artadi|Tempranillo|Tempranillo|44.0|3.3444383|3.9993823|1.7495235|3.7012887|9939|4.0|r|1|Pais Vasco
Bodega Contador (Benjamín Romeo) Predicador Rioja 2020|Predicador Rioja|2020|Rioja|Bodega Contador (Benjamín Romeo)|Rioja Red|Tempranillo, Graciano, Garnacha|27.3|3.6711516|3.9088657|1.8140953|3.79384|14191|4.0|r|3|La Rioja
Marqués de Griñon Svmma Varietalis Red Blend (Summa) 2014|Svmma Varietalis Red Blend (Summa)|2014|Dominio de Valdepusa|Marqués de Griñon|Red|Grenache, Tempranillo|39.3|3.111053|3.9913478|1.7448211|3.1746929|5793|4.0|r|2|Castilla La Mancha
Cillar de Silos Ribera del Duero Crianza 2019|Ribera del Duero Crianza|2019|Ribera del Duero|Cillar de Silos|Ribera Del Duero Red|Tempranillo|19.7|3.663096|3.883448|1.67607|3.4291108|6027|3.9|r|1|Castilla y Leon
Josep Grau Viticultor La Florens 2022|La Florens|2022|Montsant|Josep Grau Viticultor|Montsant Red|Shiraz/Syrah, Cabernet Sauvignon, Cariñena, Garnacha|26.35|3.4975185|3.6763332|1.8747038|3.343741|729|4.1|r|4|Catalunya
Murviedro Sericis Cepas Viejas Monastrell 2018|Sericis Cepas Viejas Monastrell|2018|Valencia|Murviedro|Monastrell|Mourvedre|10.5|3.2430627|3.8868904|2.1456716|3.4320438|7499|4.1|r|1|Valencia
Dehesa La Granja Dehesa 14 2018|Dehesa 14|2018|Castilla y León|Dehesa La Granja|Tempranillo|Tempranillo|11.1|2.6953673|4.325725|1.5214131|3.6359727|705|4.1|r|1|Castilla y Leon
Cellers Unió Roureda Llicorella Vitis 60 2019|Roureda Llicorella Vitis 60|2019|Priorat|Cellers Unió|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|29.9|3.4717908|4.8090506|1.5598677|3.3336897|704|4.1|r|4|Catalunya
Cruz de Alba Ribera del Duero (Crianza) 2019|Ribera del Duero (Crianza)|2019|Ribera del Duero|Cruz de Alba|Ribera Del Duero Red|Tempranillo|18.9|3.713758|3.8784914|1.7308164|3.5944998|8348|4.0|r|1|Castilla y Leon
Bodegas Aragonesas Coto de Hayas Garnacha Centenaria 2021|Coto de Hayas Garnacha Centenaria|2021|Campo de Borja|Bodegas Aragonesas|Grenache|Grenache|8.75|3.0864453|4.67883|1.8099898|2.8350527|13393|3.9|r|1|Aragon
Baron de Ley Rioja Gran Reserva 2017|Rioja Gran Reserva|2017|Rioja|Baron de Ley|Rioja Red|Tempranillo, Graciano, Garnacha|19.42|3.7197618|3.9437873|1.6271323|3.6426706|34621|4.1|r|3|La Rioja
Martinet Martinet Bru (Garnatxa - Syrah) 2021|Martinet Bru (Garnatxa - Syrah)|2021|Priorat|Martinet|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|23.9|3.4390388|4.6342354|1.7300644|3.2978725|12386|4.1|r|4|Catalunya
Marqués de Arviza El Tractor Vendimia Seleccionada 2015|El Tractor Vendimia Seleccionada|2015|Rioja|Marqués de Arviza|Rioja Red|Tempranillo, Graciano, Garnacha|39.0|3.8247135|3.7511463|1.6907218|3.9557538|669|4.1|r|3|La Rioja
De Muller Les Pusses Merlot - Syrah 2019|Les Pusses Merlot - Syrah|2019|Priorat|De Muller|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|16.58|3.3853545|4.3296456|1.5688682|3.2915878|658|4.1|r|4|Catalunya
Dehesa de Los Canónigos Crianza 2020|Crianza|2020|Ribera del Duero|Dehesa de Los Canónigos|Ribera Del Duero Red|Tempranillo|21.0|3.5391731|3.8721766|1.8496284|3.3351328|10932|4.1|r|1|Castilla y Leon
Dominio Fournier Crianza 2019|Crianza|2019|Ribera del Duero|Dominio Fournier|Ribera Del Duero Red|Tempranillo|20.45|3.333434|3.5194428|2.2429733|3.0770264|1407|4.1|r|1|Castilla y Leon
Borsao Bodegas Zarihs Syrah 2019|Zarihs Syrah|2019|Campo de Borja|Borsao Bodegas|Syrah|Shiraz/Syrah|12.98|3.037576|4.0757318|1.9095746|3.557192|10074|4.1|r|1|Aragon
Dominio de Cair Selección La Aguilera 2019|Selección La Aguilera|2019|Ribera del Duero|Dominio de Cair|Ribera Del Duero Red|Tempranillo|19.28|3.6167676|3.6924906|1.9465789|3.7991176|3020|4.2|r|1|Castilla y Leon
Paisajes Cecias Rioja 2021|Cecias Rioja|2021|Rioja|Paisajes|Rioja Red|Tempranillo, Graciano, Garnacha|29.5|3.2683218|4.4074736|1.7975972|3.1706007|613|4.1|r|3|La Rioja
Marqués de la Concordia Rioja Santiago Reserva Cuarto Año 2018|Rioja Santiago Reserva Cuarto Año|2018|Rioja|Marqués de la Concordia|Rioja Red|Tempranillo, Graciano, Garnacha|9.7|3.6520255|3.789121|1.725392|3.8912463|1654|4.0|r|3|La Rioja
Antídoto Tinto 2022|Tinto|2022|Ribera del Duero|Antídoto|Ribera Del Duero Red|Tempranillo|15.8|3.6783035|3.6504886|1.8139741|3.3982594|10334|3.9|r|1|Castilla y Leon
Ysios Rioja 2012|Rioja|2012|Rioja|Ysios|Rioja Red|Tempranillo, Graciano, Garnacha|29.1|3.6760826|3.823669|1.6298467|3.5763943|5555|4.0|r|3|La Rioja
Cepa 21 Ribera del Duero Tinto 2021|Ribera del Duero Tinto|2021|Ribera del Duero|Cepa 21|Ribera Del Duero Red|Tempranillo|19.06|3.725653|3.8643494|1.8395989|3.569826|20484|4.0|r|1|Castilla y Leon
Iturria Valdosan 2019|Valdosan|2019|Toro|Iturria|Toro Red|Tempranillo|21.3|2.6981754|4.4384866|2.2331543|3.4324894|575|4.1|r|1|Castilla y Leon
Sierra Cantabria Colección Privada 2020|Colección Privada|2020|Rioja|Sierra Cantabria|Rioja Red|Tempranillo, Graciano, Garnacha|37.4|3.6779656|3.8838522|1.8372675|3.767036|7863|4.1|r|3|La Rioja
Jean Leon Vinya Le Havre Reserva Cabernet Sauvignon 2013|Vinya Le Havre Reserva Cabernet Sauvignon|2013|Penedès|Jean Leon|Cabernet Sauvignon|Cabernet Sauvignon|23.41|3.4129846|4.835214|1.6006178|3.6572537|5155|3.9|r|1|Catalunya
Dominio de Atauta Parada de Atauta 2019|Parada de Atauta|2019|Ribera del Duero|Dominio de Atauta|Ribera Del Duero Red|Tempranillo|23.9|3.6993322|3.8648798|1.7782081|3.6047053|8546|4.0|r|1|Castilla y Leon
Ysios Selección 2016|Selección|2016|Rioja|Ysios|Rioja Red|Tempranillo, Graciano, Garnacha|31.4|3.9503624|3.8522546|1.3681744|4.276047|794|4.1|r|3|La Rioja
Can Axartell Ventum 2018|Ventum|2018|Mallorca|Can Axartell|Red|Grenache, Tempranillo|26.4|3.1942332|3.936049|1.8709407|3.2163968|534|4.1|r|2|Baleares
Finca Valpiedra Rioja Reserva 2015|Rioja Reserva|2015|Rioja|Finca Valpiedra|Rioja Red|Tempranillo, Graciano, Garnacha|16.9|3.7201648|3.8256276|1.7883195|3.7926078|7576|4.0|r|3|La Rioja
Viña Meín O Gran Val Do Avia Tinto 2020|O Gran Val Do Avia Tinto|2020|Ribeiro|Viña Meín|Red|Grenache, Tempranillo|41.25|3.2434738|3.290334|1.6592441|2.5809884|519|4.1|r|2|Galicia
Marques de Vargas Reserva 2017|Reserva|2017|Rioja|Marques de Vargas|Rioja Red|Tempranillo, Graciano, Garnacha|40.26|3.733262|3.8004475|1.6545931|3.6774395|8707|4.0|r|3|La Rioja
Bodegas La Horra Corimbo 2019|Corimbo|2019|Ribera del Duero|Bodegas La Horra|Ribera Del Duero Red|Tempranillo|21.45|3.681407|3.9162352|1.7136768|3.5738587|13053|4.0|r|1|Castilla y Leon
Briego Fiel Edición Limitada 2015|Fiel Edición Limitada|2015|Ribera del Duero|Briego|Ribera Del Duero Red|Tempranillo|30.8|3.6218417|3.8542264|1.9385006|3.5107908|504|4.1|r|1|Castilla y Leon
Arínzano Arínzano Merlot Agricultura Biológica 2019|Arínzano Merlot Agricultura Biológica|2019|Arínzano|Arínzano|Merlot|Merlot|39.0|2.3969812|3.8897483|1.4804401|2.667044|504|4.1|r|1|Navarra
Sara Pérez y René Barbier Partida Pedrer 2021|Partida Pedrer|2021|Priorat|Sara Pérez y René Barbier|Priorat Red|Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan|35.15|3.5160348|4.6099057|1.902351|3.4236834|502|4.1|r|4|Catalunya
Bodegas Amaren Ángeles de Amaren Tempranillo - Graciano 2018|Ángeles de Amaren Tempranillo - Graciano|2018|Rioja|Bodegas Amaren|Rioja Red|Tempranillo, Graciano, Garnacha|20.85|3.5965936|3.8352342|1.7372348|3.7336628|6611|4.1|r|3|La Rioja
Castillo Perelada Empordà Reserva Especial Don Miguel Mateu 2018|Empordà Reserva Especial Don Miguel Mateu|2018|Empordà|Castillo Perelada|Red|Grenache, Tempranillo|16.55|3.0714133|3.948439|1.7489722|3.0934682|494|4.1|r|2|Catalunya
Castillo de Aresan Terruño 2020|Terruño|2020|Albacete|Castillo de Aresan|Red|Grenache, Tempranillo|22.0|3.0614724|3.9497793|1.8516053|3.3828423|493|4.1|r|2|Castilla La Mancha
Valserrano El Ribazo Rioja 2017|El Ribazo Rioja|2017|Rioja|Valserrano|Rioja Red|Tempranillo, Graciano, Garnacha|22.3|3.4227152|3.8836343|1.538398|3.8475544|491|4.1|r|3|La Rioja
Ramón Bilbao Edición Limitada 2020|Edición Limitada|2020|Rioja|Ramón Bilbao|Rioja Red|Tempranillo, Graciano, Garnacha|12.31|3.7206933|3.8795903|1.5934043|3.752792|20984|4.0|r|3|La Rioja
Izadi El Regalo 2017|El Regalo|2017|Rioja|Izadi|Rioja Red|Tempranillo, Graciano, Garnacha|37.05|3.715961|3.8594346|1.6880295|3.8857708|4222|4.1|r|3|La Rioja
Marques de Tomares Rioja Crianza 2020|Rioja Crianza|2020|Rioja|Marques de Tomares|Rioja Red|Tempranillo, Graciano, Garnacha|10.22|3.5508938|3.7672732|1.7258506|3.7797906|13713|3.9|r|3|La Rioja
Moral Diez Antonio Moral 2020|Antonio Moral|2020|Ribera del Duero|Moral Diez|Ribera Del Duero Red|Tempranillo|15.13|3.577194|4.0872507|1.7815254|3.7382863|469|4.1|r|1|Castilla y Leon
Castillo Perelada Finca Malaveïna 2019|Finca Malaveïna|2019|Empordà|Castillo Perelada|Red|Grenache, Tempranillo|22.75|3.0298905|3.9850097|1.7917265|3.0390599|8141|4.2|r|2|Catalunya
Bien de Altura Ikewen 2022|Ikewen|2022|Gran Canaria|Bien de Altura|Red|Grenache, Tempranillo|33.9|3.3582768|2.9253252|1.4524657|2.5076811|465|4.1|r|2|Canarias
Emilio Moro La Felisa 2021|La Felisa|2021|Ribera del Duero|Emilio Moro|Ribera Del Duero Red|Tempranillo|26.9|3.464843|3.7747405|1.8651729|3.5568998|2900|4.2|r|1|Castilla y Leon
La Rioja Alta Viña Alberdi Crianza 2019|Viña Alberdi Crianza|2019|Rioja|La Rioja Alta|Rioja Red|Tempranillo, Graciano, Garnacha|16.35|3.5858636|3.6751337|1.9447137|3.5943406|13451|4.0|r|3|La Rioja
Enrique Mendoza Estrecho Monastrell 2018|Estrecho Monastrell|2018|Alicante|Enrique Mendoza|Monastrell|Mourvedre|20.9|3.5624664|3.4912658|1.6118804|3.9972675|3420|4.0|r|1|Valencia
Protos 27 Ribera del Duero 2021|27 Ribera del Duero|2021|Ribera del Duero|Protos|Ribera Del Duero Red|Tempranillo|21.8|3.5814304|3.921556|1.8274215|3.519259|33312|4.2|r|1|Castilla y Leon
Bodega Numanthia Termes 2020|Termes|2020|Zamora|Bodega Numanthia|Toro Red|Tempranillo|22.5|2.6835687|4.427798|1.5304184|3.4165578|16095|4.0|r|1|Castilla y Leon
Yaso Flor de Matteria 2016|Flor de Matteria|2016|Toro|Yaso|Toro Red|Tempranillo|13.5|2.7179012|4.403211|1.9830842|3.5909379|487|4.1|r|1|Castilla y Leon
Bodegas Ateca Atteca Garnacha (Old Vines) 2020|Atteca Garnacha (Old Vines)|2020|Calatayud|Bodegas Ateca|Grenache|Grenache|12.42|3.0511653|4.8481846|1.733545|2.9332554|11754|4.0|r|1|Aragon
Baron de Ley Varietales Maturana Rioja 2018|Varietales Maturana Rioja|2018|Rioja|Baron de Ley|Rioja Red|Tempranillo, Graciano, Garnacha|11.65|3.8182392|3.9794338|1.7788647|3.888787|2765|4.0|r|3|La Rioja
